2026 Star View: Medicare Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,HD4: Member Complaints and Changes in the Health Plan's Performance,,,HD5: Health Plan Customer Service,,,DD1: Drug Plan Customer Service,DD2: Member Complaints and Changes in the Drug Plan’s Performance,,,DD3: Member Experience with the Drug Plan,,DD4: Drug Safety and Accuracy of Drug Pricing,,,,,
H0332 ,Local CCP ,"KS PLAN ADMINISTRATORS, LLC ",KelseyCare Advantage ,"UnitedHealth Group, Inc. ",4,4,5,4,2,4,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,5,5,5,5,5,2,3,5,3,4,5,3,2,1,5,5,5,4,5,5,3,5,5,4,4,5,5,2,5,5,5,4,4,3,5,4
H0342 ,Local CCP ,"CAREPARTNERS OF CONNECTICUT, INC. ",CarePartners of Connecticut ,"Point32Health, Inc. ",4,5,5,Plan too small to be measured ,Plan too small to be measured ,4,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Not enough data available ,3,5,3,5,1,Not enough data available ,4,No data available ,2,4,5,3,3,4,4,4,3,4,4,Not enough data available ,5,5,4,4,4,4,3,2,4,5,3,4,4,4,3
H0351 ,Local CCP ,"HEALTH NET OF ARIZONA, INC. ",Wellcare By Allwell ,Centene Corporation ,3,4,2,2,Not enough data available ,3,4,5,4,4,4,4,4,3,4,3,4,2,2,2,3,3,4,3,3,2,2,3,3,3,5,3,5,5,3,3,4,2,3,5,4,4,4,4,3
H0354 ,Local CCP ,"BRAVO HEALTH PENNSYLVANIA, INC. ",Cigna HealthCare ,Health Care Service Corporation ,4,4,4,5,3,3,2,5,4,4,4,4,5,4,3,1,5,3,3,5,4,3,4,3,2,3,1,4,4,3,5,4,4,5,4,4,1,4,3,5,3,3,3,5,4
H0363 ,Local CCP ,"LONGEVITY HEALTH PLAN OF COLORADO, INC. ",Longevity Health Plan ,"Longevity Health Founders, LLC ",Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Plan too small to be measured ,1,5,5,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,4,4,Not enough data available ,Not enough data available ,4,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,4,5,5,5,5
H0413 ,Local CCP ,DEVOTED HEALTH INSURANCE COMPANY OF DELAWARE ,Devoted Health ,"Devoted Health, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H0421 ,Local CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Not enough data available ,Not enough data available ,5,5,Plan too new to be measured ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H0423 ,Local CCP ,"METROPLUS HEALTH PLAN, INC. ",MetroPlus Health Plan ,New York City Health and Hospitals Corporation ,4,4,3,3,4,5,4,4,4,Not enough data available ,4,4,3,5,5,Not enough data available ,5,1,4,5,3,3,4,2,2,5,3,4,4,5,3,2,2,2,4,4,4,3,3,4,4,4,3,5,5
H0432 ,Local CCP ,"UNITEDHEALTHCARE OF THE MIDLANDS, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",3,4,1,Not enough data available ,Not enough data available ,3,4,5,5,2,5,4,4,3,4,1,3,3,3,2,2,5,5,4,4,4,3,4,2,4,5,4,5,5,4,2,3,4,4,5,2,3,3,4,3
H0439 ,Local CCP ,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC. ",Cigna HealthCare ,Health Care Service Corporation ,3,4,2,4,5,4,3,4,4,4,3,3,4,2,3,3,5,3,2,3,2,5,5,3,4,4,4,4,4,2,5,3,4,5,4,4,3,4,4,5,2,3,3,5,2
H0473 ,Local CCP ,HUMANA INSURANCE COMPANY OF KENTUCKY ,Humana ,Humana Inc. ,2,3,2,Not enough data available ,Not enough data available ,3,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,2,3,3,2,3,4,2,4,3,2,3,2,5,4,4,4,3,3,4,3,3,4,4,5,5,4,3,4,4,3,1,2,3,3,4,2
H0504 ,Local CCP ,CALIFORNIA PHYSICIANS' SERVICE ,Blue Shield of California ,California Physicians' Service ,4,4,4,4,1,4,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,4,4,4,4,3,2,5,4,2,4,3,3,3,2,3,4,4,2,5,4,4,4,5,4,5,5,4,4,4,3,5,4,4,4,5,4
H0523 ,Local CCP ,AETNA HEALTH OF CALIFORNIA INC. ,Aetna Medicare ,CVS Health Corporation ,4,4,3,4,3,3,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,4,4,4,4,4,4,1,4,4,4,2,2,1,Not enough data available ,1,2,1,2,3,3,3,4,3,4,5,3,3,2,3,Not enough data available ,5,3,4,3,5,4
H0524 ,Local CCP ,"KAISER FOUNDATION HP, INC. ",Kaiser Permanente ,"Kaiser Foundation Health Plan, Inc. ",5,5,5,2,1,5,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,5,5,4,5,5,2,2,5,3,5,5,4,3,2,3,4,5,2,5,5,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4
H0543 ,Local CCP ,UHC OF CALIFORNIA ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",4,4,3,2,4,4,4,5,5,4,5,4,5,4,3,3,4,2,3,2,2,4,4,3,4,4,1,4,4,5,5,4,5,5,4,4,5,4,4,5,3,4,4,4,4
H0544 ,Local CCP ,BLUE CROSS OF CALIFORNIA ,Anthem Blue Cross ,"Elevance Health, Inc. ",2,3,3,3,1,3,1,5,4,3,3,3,4,3,4,4,4,3,3,3,2,1,1,1,Plan too small to be measured ,2,Plan too small to be measured ,4,3,5,3,3,5,5,4,3,5,2,Plan too small to be measured ,5,3,3,2,5,4
H0562 ,Local CCP ,"HEALTH NET OF CALIFORNIA, INC. ",Wellcare By Health Net ,Centene Corporation ,4,5,4,Not enough data available ,Not enough data available ,4,3,4,3,4,4,4,4,4,3,2,4,3,3,2,2,2,2,Not enough data available ,3,3,2,4,4,3,3,5,5,5,4,4,5,3,2,5,3,3,3,4,4
H0571 ,Local CCP ,CHINESE COMMUNITY HEALTH PLAN ,CCHP (Chinese Community Health Plan) ,Chinese Hospital Association ,4,5,5,4,3,4,5,3,3,4,3,3,5,2,5,1,2,3,3,1,1,1,1,1,2,2,1,5,5,4,2,2,3,3,5,5,3,1,1,4,4,3,2,5,4
H0609 ,Local CCP ,"UnitedHealthcare Benefits of Texas, Inc. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",4,4,4,2,3,4,4,5,5,3,5,5,5,5,3,3,4,2,4,3,3,4,5,Not enough data available ,4,4,5,4,4,4,5,4,5,5,4,4,4,3,3,5,3,4,4,4,4
H0624 ,Local CCP ,"UnitedHealthcare Benefits of Texas, Inc. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",2,4,4,1,3,3,4,4,4,3,5,4,4,4,4,3,3,3,4,3,3,3,Not enough data available ,3,3,4,Not enough data available ,4,3,4,4,4,5,5,4,3,5,4,Not enough data available ,5,4,3,3,4,3
H0628 ,Local CCP ,AETNA HEALTH OF OHIO INC. ,Aetna Medicare ,CVS Health Corporation ,3,3,2,2,4,2,3,5,4,3,3,3,3,5,3,3,5,4,4,3,3,5,5,4,4,3,5,4,3,3,3,4,4,5,4,3,1,3,5,5,3,3,3,4,3
H0629 ,Local CCP ,"ANTHEM INSURANCE COMPANIES, INC. ",Anthem Blue Cross and Blue Shield ,"Elevance Health, Inc. ",Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Not enough data available ,Not enough data available ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too new to be measured
H0630 ,Local CCP ,KAISER FOUNDATION HP OF CO ,Kaiser Permanente ,"Kaiser Foundation Health Plan, Inc. ",4,5,5,4,4,5,4,5,4,4,3,3,5,5,2,3,4,4,5,5,4,1,1,3,4,5,3,5,5,2,4,3,4,4,5,5,3,5,5,5,4,5,5,4,5
H0672 ,Local CCP ,"CIGNA HEALTHCARE OF COLORADO, INC. ",Cigna HealthCare ,Health Care Service Corporation ,2,3,2,Not enough data available ,Not enough data available ,3,3,3,3,2,3,3,3,2,2,1,4,4,3,3,2,3,3,Not enough data available ,1,1,3,3,2,3,3,4,4,5,3,2,4,2,Not enough data available ,5,1,3,3,4,2
H0710 ,Local CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",1,4,Plan too small to be measured ,Not enough data available ,Not enough data available ,No data available ,5,5,5,Not enough data available ,3,5,2,Not enough data available ,No data available ,No data available ,1,4,5,1,3,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,5,5,4,5,4,5,5,5,5,3,Plan too small to be measured ,Plan too small to be measured ,5,5,5,5,5,4
H0712 ,Local CCP ,"WELLCARE OF CONNECTICUT, INC. ",Wellcare ,Centene Corporation ,3,4,3,Not enough data available ,Not enough data available ,3,4,4,4,Not enough data available ,3,4,3,4,3,1,3,4,4,3,2,3,Not enough data available ,3,2,1,3,3,3,4,5,2,5,5,3,3,3,2,Not enough data available ,5,4,3,4,3,4
H0724 ,Local CCP ,"BUCKEYE HEALTH PLAN COMMUNITY SOLUTIONS, Inc. ",Wellcare By Allwell ,Centene Corporation ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,No data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,No data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not required to report ,Not enough data available
H0738 ,Local CCP ,"AmeriHealth Caritas VIP Next, Inc. ",AmeriHealth Caritas VIP Care (HMO-D-SNP) ,"Independence Health Group, Inc. ",Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,Plan too small to be measured ,2,5,3,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,Not enough data available ,4,4,Not enough data available ,Not enough data available ,Not enough data available ,Plan too small to be measured ,Plan too small to be measured ,5,Not enough data available ,2,2,Not enough data available ,Not enough data available
H0755 ,Local CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",3,4,5,Not enough data available ,Not enough data available ,3,Plan not required to report measure ,Plan not required to report measure ,Plan not required to report measure ,2,3,4,3,4,2,2,2,2,4,2,3,3,3,4,3,2,4,5,4,3,5,4,5,5,5,4,3,1,3,5,3,4,3,3,3
H0764 ,Local CCP ,"UNITEDHEALTHCARE OF NEW ENGLAND, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",No data available ,4,Plan too small to be measured ,Plan too new to be measured ,Plan too new to be measured ,4,4,4,4,Not enough data available ,3,3,3,4,Not enough data available ,Not enough data available ,3,No data available ,Not enough data available ,2,2,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,Plan too small to be measured ,3,1,Not enough data available ,Not enough data available ,Not enough data available ,5,5,3,1,2,Plan too small to be measured ,Plan too small to be measured ,5,3,2,3,Not enough data available ,3
