Project ID,Row #,Year,Proj. Type,Organization Name,Project Name,Address,City,State,ZIP,SPA,CD,SD,Community,Geo Code,Inventory Type,Bed Type,Target Pop.,Beds HH w/ Children,Units HH w/ Children,Beds HH w/o Children,Beds HH w/ only Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,CH Beds HH w/ only Children,Victim Service Provider,Additional Federal Funding?,Additional Federal Funding: HUD-VASH,Additional Federal Funding: SSVF,Additional Federal Funding: GPD,Additional Federal Funding: GPD-BH,Additional Federal Funding: GPD-LD,Additional Federal Funding: GPD-HH,Additional Federal Funding: GPD-CT,Additional Federal Funding: GPD-SITH,Additional Federal Funding: GPD-TP,Additional Federal Funding: HCHV,Additional Federal Funding: HCHV-CRS,Additional Federal Funding: HCHV-SH,Additional Federal Funding: BCP,Additional Federal Funding: TLP,Additional Federal Funding: MGH,Additional Federal Funding: HOPWA,Additional Federal Funding: HOPWA-HMV,Additional Federal Funding: HOPWA-PH,Additional Federal Funding: HOPWA-STSF,Additional Federal Funding: HOPWA-TH,Additional Federal Funding: PIH,Additional Federal Funding: Other,Housing Type,McKinney- Vento,McKinney- Vento: Esg,McKinney- Vento: EsgEs,McKinney- Vento: EsgRrh,McKinney- Vento: Coc,McKinney- Vento: CocSh,McKinney- Vento: CocTh,McKinney- Vento: CocPsh,McKinney- Vento: CocRrh,McKinney- Vento: CocSro,McKinney- Vento: SpC,McKinney- Vento: S8,McKinney- Vento: SHP,McKinney- Vento: YHDP,Year-Round Beds,HMIS Beds HH w/ Children,HMIS Beds HH w/o Children,HMIS Beds HH w/ only Children,% of HMIS Beds HH with Children,% of HMIS Beds HH without Children,% of HMIS Beds HH w/ only Children,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Overflow Beds,HMIS Overflow Beds,PIT Count,Total Beds,Utilization Rate
3169,366786,2019,TH,1736 Family Crisis Center,Transitional Program-LA 2,CONFIDENTIAL,CONFIDENTIAL,CA,90018,6,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,62118,C,,DV,16,4,0,0,0,0,0,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – clustered / multiple sites,No,No,No,No,No,No,No,No,No,No,No,No,No,No,16,0,0,0,0,0,0,0,0,,,0,0,14,16,0.88
2054,370883,2019,PSH,A Community of Friends,Amistad Apartments,2037 LINCOLN PARK AVE.,LOS ANGELES,CA,90031,4,1,1,LINCOLN HEIGHTS,62118,C,,,65,16,9,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,74,65,9,0,1,1,0,0,0,,,0,0,70,74,0.95
2048,370884,2019,PSH,A Community of Friends,CA0331 39 West Apartments,3885 S. WESTERN AVE.,LOS ANGELES,CA,90062,6,8,2,EXPOSITION PARK,62118,C,,,0,0,33,0,0,0,0,0,0,33,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,33,0,33,0,0,1,0,0,0,,,0,0,32,33,0.97
2035,370885,2019,PSH,A Community of Friends,CA0347 California Hotel,1140 S. PACIFIC AVE.,LOS ANGELES,CA,90731,8,15,4,SAN PEDRO,62118,C,,,0,0,39,0,0,0,0,0,0,39,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,39,0,39,0,0,1,0,0,0,,,0,0,36,39,0.92
2037,370886,2019,PSH,A Community of Friends,CA0374 Fedora Apartments,836 FEDORA ST.,LOS ANGELES,CA,90005,4,10,2,KOREATOWN,62118,C,,,0,0,22,0,0,0,0,0,0,22,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,22,0,22,0,0,1,0,0,0,,,0,0,20,22,0.91
2038,370887,2019,PSH,A Community of Friends,CA0375 Figueroa Apartments - Supportive Services,9130 S. FIGUEROA ST.,LOS ANGELES,CA,90003,6,8,2,VERMONT VISTA,62118,C,,,0,0,39,0,0,0,0,0,0,39,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,39,0,39,0,0,1,0,0,0,,,0,0,35,39,0.9
2039,370892,2019,PSH,A Community of Friends,CA0376 Fox Normandie Apartments - Supportive Services,849 S. NORMANDIE AVE.,LOS ANGELES,CA,90005,4,10,2,KOREATOWN,62118,C,,,21,7,40,0,0,0,0,0,0,40,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,61,21,40,0,1,1,0,0,0,,,0,0,47,61,0.77
2040,372325,2019,PSH,A Community of Friends,CA0383 Gower Street Apartments,1140 N. GOWER ST.,LOS ANGELES,CA,90038,4,13,3,HOLLYWOOD,62118,C,,,0,0,54,0,0,0,0,0,0,54,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,54,0,54,0,0,1,0,0,0,,,0,0,52,54,0.96
2041,370893,2019,PSH,A Community of Friends,CA0411 Las Palomas Apartments,2201 E. 1ST ST.,LOS ANGELES,CA,90033,4,14,1,BOYLE HEIGHTS,62118,C,,,0,0,61,0,0,0,0,0,0,61,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,61,0,61,0,0,1,0,0,0,,,0,0,53,61,0.87
2627,370895,2019,PSH,A Community of Friends,CA0443 Project Independence Gateways - Supportive Services,444 N. HOOVER ST.,LOS ANGELES,CA,90004,4,13,1,SILVERLAKE,62118,C,,,0,0,29,0,0,0,0,0,0,29,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,29,0,29,0,0,1,0,0,0,,,0,0,27,29,0.93
2045,370896,2019,PSH,A Community of Friends,CA0523 Vista Nueva Apartments - Supportive Services,130 S. LA FAYETTE PARK PL.,LOS ANGELES,CA,90057,4,13,1,TEMPLE-BEAUDRY,62118,C,,,71,22,1,0,0,0,71,0,0,1,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,72,71,1,0,1,1,0,0,0,,,0,0,72,72,1.0
2036,370898,2019,PSH,A Community of Friends,CA0784 Central Court Apartments,1316 E. 21ST ST.,LOS ANGELES,CA,90011,6,9,2,CENTRAL,62118,C,,,5,1,6,0,0,0,5,0,0,6,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,11,5,6,0,1,1,0,0,0,,,0,0,10,11,0.91
1201,370899,2019,PSH,A Community of Friends,CA0856 Willis Avenue Apartments,14731 RAYEN ST.,PANORAMA CITY,CA,91402,2,6,3,PANORAMA CITY,62118,C,,,0,0,42,0,0,0,0,0,0,42,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,42,0,42,0,0,1,0,0,0,,,0,0,42,42,1.0
1257,371171,2019,PSH,A Community of Friends,CA0884 Osborne Place Apartments - Supportive Services,12230 W. OSBORNE AVE.,LOS ANGELES,CA,91331,2,7,3,PACOIMA,62118,C,,,122,29,32,0,0,0,122,0,0,32,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,154,122,32,0,1,1,0,0,0,,,0,0,154,154,1.0
2046,371179,2019,PSH,A Community of Friends,CA0915 Willow Apartments,12612 S. WILMINGTON AVE.,COMPTON,CA,90222,6,0,2,UNINCORPORATED WILLOWBROOK,60804,C,,,32,8,18,0,0,0,32,0,0,18,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,50,32,18,0,1,1,0,0,0,,,0,0,36,50,0.72
2047,372250,2019,PSH,A Community of Friends,CA0916 Woodland Terrace,15532 NORDHOFF ST.,NORTH HILLS,CA,91343,2,7,3,NORTH HILLS,62118,C,,,100,25,10,0,0,0,0,0,0,10,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,110,100,10,0,1,1,0,0,0,,,0,0,92,110,0.84
2034,372251,2019,PSH,A Community of Friends,CA0917 Brandon Apartments,735 HARTFORD AVE.,LOS ANGELES,CA,90017,4,1,1,WESTLAKE,62118,C,,,55,22,8,0,0,0,55,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,63,55,8,0,1,1,0,0,0,,,0,0,51,63,0.81
1451,372302,2019,PSH,A Community of Friends,CA1104 Avalon Apartments,13218 S. AVALON BLVD.,LOS ANGELES,CA,90061,6,0,2,UNINCORPORATED WEST RANCHO DOMINGUEZ - VICTORIA,62118,C,,,30,11,13,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,43,30,13,0,1,1,0,0,0,,,0,0,42,43,0.98
2052,372314,2019,PSH,A Community of Friends,CA1157 Las Flores - 2,1063 S. EASTMAN AVE.,LOS ANGELES,CA,90023,7,0,1,UNINCORPORATED EAST LOS ANGELES,62118,C,,,40,9,4,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,44,40,4,0,1,1,0,0,0,,,0,0,42,44,0.95
2168,372315,2019,PSH,A Community of Friends,CA1220 Vendome Apartments,975 N. VENDOME ST.,LOS ANGELES,CA,90026,4,13,1,TEMPLE-BEAUDRY,62118,C,,,0,0,35,0,0,0,0,0,0,35,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,35,0,35,0,0,1,0,0,0,,,0,0,35,35,1.0
2051,372317,2019,PSH,A Community of Friends,Cornerstone Apartments,3701 WILSHIRE BLVD.,LOS ANGELES,CA,90010,4,10,2,LITTLE BANGLADESH,62118,C,,,22,9,24,0,0,0,0,0,0,24,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,46,22,24,0,1,1,0,0,0,,,0,0,40,46,0.87
2053,372318,2019,PSH,A Community of Friends,La Primavera,3701 WILSHIRE BLVD.,LOS ANGELES,CA,90010,4,10,2,LITTLE BANGLADESH,62118,C,,,0,0,35,0,0,0,0,0,0,35,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35,0,35,0,0,1,0,0,0,,,0,0,35,35,1.0
2055,372319,2019,PSH,A Community of Friends,Maryland Apartments,1340 MARYLAND ST,LOS ANGELES,CA,90017,4,1,1,WESTLAKE,62118,C,,,0,0,29,0,0,0,0,0,0,29,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,29,0,29,0,0,1,0,0,0,,,0,0,28,29,0.97
2681,372320,2019,PSH,A Community of Friends,PBV Arlington Square,1553 S. ARLINGTON AVE.,LOS ANGELES,CA,90019,4,10,2,VICTORIA PARK,62118,C,,,0,0,46,0,0,0,0,0,0,46,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,46,0,46,0,0,1,0,0,0,,,0,0,42,46,0.91
2919,372321,2019,PSH,A Community of Friends,PBV Avalon Apartments,13218 S. AVALON BLVD.,LOS ANGELES,CA,90061,6,0,2,UNINCORPORATED WEST RANCHO DOMINGUEZ - VICTORIA,62118,C,,,56,14,5,0,0,0,56,0,0,5,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,56,5,0,1,1,0,0,0,,,0,0,60,61,0.98
2789,372322,2019,PSH,A Community of Friends,PBV Beverly Terrace,3330 BEVERLY BLVD.,LOS ANGELES,CA,90004,4,0,1,MONTEBELLO,62118,C,,,120,39,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,120,120,0,0,1,0,0,0,0,,,0,0,120,120,1.0
3220,376471,2019,PSH,A Community of Friends,Rayen Apartments,15320 RAYEN ST.,LOS ANGELES,CA,91343,2,6,3,NORTH HILLS,62118,C,,,108,27,22,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,130,0,0,0,0,0,0,0,0,,,0,0,130,130,1.0
2044,372323,2019,PSH,A Community of Friends,Santos Plaza,3837 S. WESTERN AVE.,LOS ANGELES,CA,90062,6,8,2,EXPOSITION PARK,62118,C,,,0,0,36,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,36,0,36,0,0,1,0,0,0,,,0,0,34,36,0.94
1838,372324,2019,PSH,A Community of Friends,Selby Hotel,1740 N. HUDSON AVE.,LOS ANGELES,CA,90028,4,13,3,HOLLYWOOD,62118,C,,,0,0,28,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,28,0,28,0,0,1,0,0,0,,,0,0,28,28,1.0
2790,386423,2019,PSH,A Community of Friends,Silver Star Apartments,6570 SOUTHWEST BLVD.,LOS ANGELES,CA,90043,6,8,2,HYDE PARK,62118,C,,,0,0,48,0,0,0,0,48,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,48,0,0,0,0,0,0,0,0,,,0,0,44,48,0.92
2958,371252,2019,ES,"A House of Refuge Care Center, Inc.",Emergency Shelter,10825 ANZAC AVE.,LOS ANGELES,CA,90059,6,15,2,WATTS,62118,C,Facility-based beds,,0,0,18,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,18,0,18,0,0,1,0,0,0,,,0,0,8,18,0.44
3038,373816,2019,OPH,Abode Communities,Casa Dominguez,15727 S. ATLANTIC AVE.,COMPTON,CA,90221,6,0,2,UNINCORPORATED EAST RANCHO DOMINGUEZ,60804,C,,,136,55,15,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,151,0,0,0,0,0,0,0,0,,,0,0,151,151,1.0
3050,373818,2019,PSH,Abode Communities,Ivy Terrace,13751 SHERMAN WAY,VAN NUYS,CA,91405,2,2,3,VAN NUYS,62118,C,,,104,52,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,104,0,0,0,0,0,0,0,0,,,0,0,104,104,1.0
3039,373817,2019,OPH,Abode Communities,Terra Bella,5720 CLARA ST.,BELL GARDENS,CA,90201,7,0,1,BELL GARDENS,69037,C,,,0,0,76,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,76,0,0,0,0,0,0,0,0,,,0,0,76,76,1.0
1207,373082,2019,PSH,Affordable Living for the Aging,Bonnie Brae Village,208 S. BONNIE BRAE VILLAGE,LOS ANGELES,CA,90057,4,13,1,TEMPLE-BEAUDRY,62118,C,,,0,0,39,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,39,0,0,0,0,0,0,0,0,,,0,0,39,39,1.0
3051,373085,2019,PSH,Affordable Living for the Aging,Janet L. Witkin Center,937 N. FAIRFAX AVE.,WEST HOLLYWOOD,CA,90046,4,0,3,WEST HOLLYWOOD,69037,C,,,0,0,6,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,0,0,0,0,0,0,0,0,,,0,0,6,6,1.0
3247,373086,2019,PSH,Affordable Living for the Aging,Lancaster Shared Housing,44420 13TH ST.,LANCASTER,CA,93534,1,0,5,LANCASTER,61914,C,,,0,0,12,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,12,0,0,0,0,0,0,0,0,,,0,0,10,12,0.83
1273,373084,2019,PSH,Affordable Living for the Aging,Parkview on the Park Apartments,626 S. ALVARADO ST.,LOS ANGELES,CA,90057,4,1,1,WESTLAKE,62118,C,,,0,0,34,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34,0,34,0,0,1,0,0,0,,,0,0,35,34,1.03
2636,370560,2019,PSH,Alcott Center for Mental Health Services,CA1594 Permanent Supportive Housing,1433 S. ROBERTSON BLVD.,LOS ANGELES,CA,90035,5,5,2,CRESTVIEW,62118,C,,,0,0,15,0,0,0,0,0,0,15,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Tenant-based – scattered site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,15,0,15,0,0,1,0,0,0,,,0,0,11,15,0.73
2825,376469,2019,TH,Alexandria House,Transitional Housing for Single Women and Women with Children,CONFIDENTIAL,CONFIDENTIAL,CA,90020,4,CONFIDENTIAL,CONFIDENTIAL,CONFIDENTIAL,62118,C,,DV,29,8,2,0,0,0,0,0,0,0,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Site-based – single site,No,No,No,No,No,No,No,No,No,No,No,No,No,No,31,0,0,0,0,0,0,0,0,,,0,0,31,31,1.0
