PlayerID,Team,Number,FirstName,LastName,Position,Status,Height,Weight,BirthDate,College,Experience,FantasyPosition,Active,PositionCategory,Name,Age,ExperienceString,BirthDateString,PhotoUrl,ByeWeek,UpcomingGameOpponent,UpcomingGameWeek,ShortName,AverageDraftPosition,DepthPositionCategory,DepthPosition,DepthOrder,DepthDisplayOrder,CurrentTeam,CollegeDraftTeam,CollegeDraftYear,CollegeDraftRound,CollegeDraftPick,IsUndraftedFreeAgent,HeightFeet,HeightInches,UpcomingOpponentRank,UpcomingOpponentPositionRank,CurrentStatus,UpcomingSalary,FantasyAlarmPlayerID,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelName,DraftKingsName,YahooName,FantasyPositionDepthOrder,InjuryPractice,InjuryPracticeDescription,DeclaredInactive,UpcomingFanDuelSalary,UpcomingDraftKingsSalary,UpcomingYahooSalary,TeamID,GlobalTeamID,FantasyDraftPlayerID,FantasyDraftName,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated,PlayerSeason,LatestNews
18047,KC,11.0,Demarcus,Robinson,WR,Active,"6'1""",203,1994-09-21T00:00:00,Florida,6,WR,True,OFF,Demarcus Robinson,26,5th Season,"September 21, 1994",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18047.png,10,TB,4,D.Robinson,280.9,Scrambled,Scrambled,3.0,6.0,KC,KC,2016,5.0,142.0,False,6,1,11,21.0,Scrambled,2369.0,304052,46b16198-116f-4913-85db-2bc21462bd66,11438.0,11163,727279.0,73802,,38264.0,727279.0,29360,Scrambled,Scrambled,,Scrambled,Demarcus Robinson,Demarcus Robinson,Demarcus Robinson,5.0,Scrambled,Scrambled,False,6204.0,2369.0,15.0,16,16,727279.0,Demarcus Robinson,8050546,http://cdn.usatsimg.com/api/download/?imageID=14888556,http://cdn.usatsimg.com/api/download/?imageID=14888555,2020-09-07T03:15:09,2020-09-07T03:15:08,,[]
19358,KC,12.0,Gehrig,Dieter,WR,Practice Squad,"6'3""",207,1993-02-24T00:00:00,Alabama,4,WR,True,OFF,Gehrig Dieter,27,3rd Season,"February 24, 1993",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19358.png,10,TB,4,G.Dieter,536.9,Scrambled,Scrambled,4.0,9.0,KC,KC,2017,,,True,6,3,11,21.0,Scrambled,338.0,305038,5727f7d5-35a6-4ad9-a96a-8408f8a84bd3,,12184,652899.0,60383,,32161.0,652899.0,30679,Scrambled,Scrambled,,Scrambled,Gehrig Dieter,Gehrig Dieter,Gehrig Dieter,10.0,Scrambled,Scrambled,False,5640.0,338.0,,16,16,652899.0,Gehrig Dieter,7872955,http://cdn.usatsimg.com/api/download/?imageID=14819537,http://cdn.usatsimg.com/api/download/?imageID=14819535,2020-08-24T17:45:45,2020-08-24T17:45:42,,[]
20150,KC,13.0,Byron,Pringle,WR,Active,"6'1""",203,1993-11-17T00:00:00,Kansas State,4,WR,True,OFF,Byron Pringle,27,3rd Season,"November 17, 1993",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20150.png,10,TB,4,B.Pringle,430.9,Scrambled,Scrambled,3.0,8.0,KC,KC,2018,,,True,6,1,11,21.0,Scrambled,3046.0,306381,9e55ec9a-ce18-4b4b-b69f-e2d82c219846,,12504,913826.0,119473,,69295.0,913826.0,31496,Scrambled,Scrambled,,Scrambled,Byron Pringle,Byron Pringle,Byron Pringle,6.0,Scrambled,Scrambled,False,6768.0,3046.0,11.0,16,16,913826.0,Byron Pringle,8050539,http://cdn.usatsimg.com/api/download/?imageID=14819785,http://cdn.usatsimg.com/api/download/?imageID=14819784,2020-08-24T18:34:41,2020-08-24T18:34:40,,[]
16003,KC,14.0,Sammy,Watkins,WR,Active,"6'1""",211,1993-06-14T00:00:00,Clemson,9,WR,True,OFF,Sammy Watkins,27,7th Season,"June 14, 1993",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16003.png,10,TB,4,S.Watkins,144.3,Scrambled,Scrambled,1.0,9.0,KC,BUF,2014,1.0,5.0,False,6,1,11,21.0,Scrambled,7106.0,301111,7d80b51f-1462-442e-aa7f-8c320a62deed,9388.0,9249,602118.0,51628,14192.0,24641.0,602118.0,27532,Scrambled,Scrambled,2020-12-28T00:00:00,Scrambled,Sammy Watkins,Sammy Watkins,Sammy Watkins,4.0,Scrambled,Scrambled,False,8460.0,7106.0,19.0,16,16,602118.0,Sammy Watkins,8050588,http://cdn.usatsimg.com/api/download/?imageID=15465670,http://cdn.usatsimg.com/api/download/?imageID=15465669,2021-01-21T19:39:29,2021-01-21T19:39:20,,[]
18890,KC,15.0,Patrick,Mahomes,QB,Active,"6'3""",230,1995-09-17T00:00:00,Texas Tech,5,QB,True,OFF,Patrick Mahomes,25,4th Season,"September 17, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18890.png,10,TB,4,P.Mahomes,16.1,Scrambled,Scrambled,1.0,1.0,KC,KC,2017,1.0,11.0,False,6,3,11,16.0,Scrambled,20304.0,305032,11cad59d-90dd-449c-a839-dddaba4fe16c,12142.0,11839,839031.0,84207,,57439.0,839031.0,30123,Scrambled,Scrambled,,Scrambled,Patrick Mahomes,Patrick Mahomes,Patrick Mahomes II,1.0,Scrambled,Scrambled,False,18612.0,20304.0,91.0,16,16,839031.0,Patrick Mahomes,8050514,http://cdn.usatsimg.com/api/download/?imageID=15465650,http://cdn.usatsimg.com/api/download/?imageID=15465653,2021-01-21T19:33:59,2021-01-21T19:34:15,,[]
20788,KC,17.0,Mecole,Hardman,WR,Active,"5'10""",187,1998-03-12T00:00:00,Georgia,3,WR,True,OFF,Mecole Hardman,22,2nd Season,"March 12, 1998",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20788.png,10,TB,4,M.Hardman,107.2,Scrambled,Scrambled,1.0,8.0,KC,KC,2019,3.0,63.0,False,5,10,11,21.0,Scrambled,9475.0,306770,fe6dc768-d576-476c-b150-53b85af2a1d1,13973.0,13532,922026.0,120774,,71352.0,922026.0,31888,Scrambled,Scrambled,,Scrambled,Mecole Hardman,Mecole Hardman,Mecole Hardman,3.0,Scrambled,Scrambled,False,8460.0,9475.0,18.0,16,16,922026.0,Mecole Hardman,8050469,http://cdn.usatsimg.com/api/download/?imageID=15261404,http://cdn.usatsimg.com/api/download/?imageID=15261405,2020-12-03T11:08:14,2020-12-03T11:08:29,,[]
18058,KC,19.0,Tajaé,Sharpe,WR,Practice Squad,"6'2""",194,1994-12-23T00:00:00,Massachusetts,6,WR,True,OFF,Tajaé Sharpe,26,5th Season,"December 23, 1994",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18058.png,10,TB,4,T.Sharpe,302.3,Scrambled,Scrambled,4.0,6.0,KC,TEN,2016,6.0,158.0,False,6,2,11,21.0,Scrambled,3384.0,304066,b4e5a9af-6d00-4d51-9bb9-c7d5f69898df,11325.0,11003,703270.0,61023,,47523.0,703270.0,29374,Scrambled,Scrambled,,Scrambled,Tajae Sharpe,Tajae Sharpe,Tajae Sharpe,9.0,Scrambled,Scrambled,False,5640.0,,11.0,16,16,703270.0,Tajae Sharpe,7518978,http://cdn.usatsimg.com/api/download/?imageID=14888790,http://cdn.usatsimg.com/api/download/?imageID=14995186,2020-09-07T05:35:15,2020-09-28T11:15:54,,[]
18974,KC,19.0,Chad,Williams,WR,Practice Squad,"6'2""",204,1994-10-19T00:00:00,Grambling State,5,WR,True,OFF,Chad Williams,26,4th Season,"October 19, 1994",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18974.png,10,TB,4,C.Williams,1315.2,Scrambled,Scrambled,4.0,8.0,KC,ARI,2017,4.0,111.0,False,6,2,11,21.0,Scrambled,338.0,304694,35c970b1-cd2c-42b8-bcb6-e0b8dbe39423,12343.0,12113,787757.0,80000,,79972.0,787757.0,30211,Scrambled,Scrambled,,Scrambled,Chad Williams,Chad Williams,Chad Williams,10.0,Scrambled,Scrambled,False,5640.0,338.0,,16,16,787757.0,Chad Williams,6477803,http://cdn.usatsimg.com/api/download/?imageID=10412529,http://cdn.usatsimg.com/api/download/?imageID=10427462,2017-11-14T22:07:20,2017-11-20T17:28:02,,[]
19361,KC,19.0,Marcus,Kemp,WR,Active,"6'4""",210,1995-08-14T00:00:00,Hawaii,4,WR,True,OFF,Marcus Kemp,25,3rd Season,"August 14, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19361.png,10,TB,4,M.Kemp,624.9,Scrambled,Scrambled,3.0,9.0,KC,KC,2017,,,True,6,4,11,21.0,Scrambled,338.0,305023,11b9bcde-b2c8-412b-9689-4420182ca928,,12446,746243.0,74942,,45964.0,746243.0,30682,Scrambled,Scrambled,,Scrambled,Marcus Kemp,Marcus Kemp,Marcus Kemp,8.0,Scrambled,Scrambled,False,5640.0,338.0,,16,16,746243.0,Marcus Kemp,7729100,http://cdn.usatsimg.com/api/download/?imageID=13122797,http://cdn.usatsimg.com/api/download/?imageID=13231958,2019-07-30T14:14:30,2019-08-19T13:11:42,,[]
18658,KC,20.0,Antonio,Hamilton,CB,Active,"6'0""",195,1993-01-24T00:00:00,South Carolina State,6,DB,True,DEF,Antonio Hamilton,28,5th Season,"January 24, 1993",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/18658.png,10,TB,4,A.Hamilton,1254.3,Scrambled,Scrambled,3.0,139.0,KC,LV,2016,,,True,6,0,11,,Scrambled,,304553,9bc107dc-1920-49db-b009-436d1a77955d,,11518,786655.0,80294,,,,29957,Scrambled,Scrambled,,Scrambled,,Antonio Hamilton,Antonio Hamilton,,Scrambled,Scrambled,False,,,,16,16,,,8050467,http://cdn.usatsimg.com/api/download/?imageID=9601903,http://cdn.usatsimg.com/api/download/?imageID=10835567,2016-10-11T15:53:46,2018-05-14T09:04:00,,[]
16407,KC,21.0,Bashaud,Breeland,CB,Active,"5'11""",195,1992-01-30T00:00:00,Clemson,9,DB,True,DEF,Bashaud Breeland,29,7th Season,"January 30, 1992",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16407.png,10,TB,4,B.Breeland,930.6,Scrambled,Scrambled,1.0,138.0,KC,WAS,2014,5.0,115.0,False,5,11,11,,Scrambled,,300531,ba905b34-8412-4553-9055-3460368cc608,9585.0,9648,560235.0,46160,11643.0,,,27630,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,16,16,,,8050424,http://cdn.usatsimg.com/api/download/?imageID=13412157,http://cdn.usatsimg.com/api/download/?imageID=13421746,2019-09-25T12:58:34,2019-09-27T15:56:15,,[]
20965,KC,22.0,Juan,Thornhill,FS,Active,"6'0""",205,1995-10-19T00:00:00,Virginia,3,DB,True,DEF,Juan Thornhill,25,2nd Season,"October 19, 1995",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20965.png,10,TB,4,J.Thornhill,1818.3,Scrambled,Scrambled,3.0,136.0,KC,KC,2019,3.0,71.0,False,6,0,11,,Scrambled,,306771,73ec5a10-dd68-448e-938f-25021cbc3004,14079.0,13824,,90412,,,,31895,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,16,16,,,8050576,http://cdn.usatsimg.com/api/download/?imageID=12602287,http://cdn.usatsimg.com/api/download/?imageID=14399644,2019-04-27T21:46:16,2020-06-06T22:32:54,,[]
19939,KC,23.0,Armani,Watts,FS,Active,"5'11""",205,1996-03-19T00:00:00,Texas A&M,4,DB,True,DEF,Armani Watts,24,3rd Season,"March 19, 1996",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/19939.png,10,TB,4,A.Watts,1533.0,Scrambled,Scrambled,4.0,136.0,KC,KC,2018,5.0,140.0,False,5,11,11,,Scrambled,,305936,046b6d1f-cc56-486c-8d45-45b3a150b141,13250.0,12781,,88943,,,,31094,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,16,16,,,8050590,http://cdn.usatsimg.com/api/download/?imageID=14888591,http://cdn.usatsimg.com/api/download/?imageID=14888592,2020-09-07T03:42:36,2020-09-07T03:42:37,,[]
21769,KC,25.0,Clyde,Edwards-Helaire,RB,Active,"5'7""",207,1999-04-11T00:00:00,LSU,0,RB,True,OFF,Clyde Edwards-Helaire,21,Rookie,"April 11, 1999",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/21769.png,10,TB,4,C.Edwards-Helaire,7.6,Scrambled,Scrambled,1.0,3.0,KC,KC,2020,1.0,36.0,False,5,7,11,3.0,Scrambled,11844.0,307705,8aa01565-4481-443a-9951-642c98ded113,,14514,,126266,,85741.0,976650.0,32702,Scrambled,Scrambled,,Scrambled,Clyde Edwards-Helaire,Clyde Edwards-Helaire,Clyde Edwards-Helaire,1.0,Scrambled,Scrambled,False,11280.0,11844.0,26.0,16,16,,,8050453,http://cdn.usatsimg.com/api/download/?imageID=14819633,http://cdn.usatsimg.com/api/download/?imageID=14819632,2020-08-24T18:03:39,2020-08-24T18:03:37,,[]
14967,KC,26.0,Le'Veon,Bell,RB,Active,"6'1""",225,1992-02-18T00:00:00,Michigan State,9,RB,True,OFF,Le'Veon Bell,28,7th Season,"February 18, 1992",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/14967.png,10,TB,4,L.Bell,43.1,Scrambled,Scrambled,4.0,3.0,KC,PIT,2013,3.0,54.0,False,6,1,11,3.0,Scrambled,1354.0,300101,7735c02a-ee75-447c-86e6-6c2168500050,8390.0,8617,543654.0,49418,18362.0,28181.0,543654.0,26671,Scrambled,Scrambled,,Scrambled,Le'Veon Bell,Le'Veon Bell,Le'Veon Bell,4.0,Scrambled,Scrambled,False,6768.0,1354.0,16.0,16,16,543654.0,Le'Veon Bell,8050422,http://cdn.usatsimg.com/api/download/?imageID=15191257,http://cdn.usatsimg.com/api/download/?imageID=15191258,2020-11-12T15:56:29,2020-11-12T15:56:46,,[]
16031,KC,26.0,Damien,Williams,RB,Voluntary Opt Out,"5'11""",224,1992-04-03T05:00:00,Oklahoma,9,RB,True,OFF,Damien Williams,28,7th Season,"April 3, 1992",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/16031.png,10,TB,4,D.Williams,156.6,Scrambled,Scrambled,8.0,3.0,KC,MIA,2014,,,True,5,11,11,3.0,Scrambled,5302.0,300122,90908a56-901b-466d-8689-943075da96fe,9570.0,9644,691283.0,56586,12525.0,27441.0,691283.0,28115,Scrambled,Scrambled,,Scrambled,Damien Williams,Damien Williams,Damien Williams,8.0,Scrambled,Scrambled,False,5640.0,,,16,16,691283.0,Damien Williams,8050596,http://cdn.usatsimg.com/api/download/?imageID=14888593,http://cdn.usatsimg.com/api/download/?imageID=14888594,2020-09-07T03:44:11,2020-09-07T03:44:13,,[]
20754,KC,27.0,Rashad,Fenton,CB,Active,"5'11""",188,1997-02-17T00:00:00,South Carolina,3,DB,True,DEF,Rashad Fenton,23,2nd Season,"February 17, 1997",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/20754.png,10,TB,4,R.Fenton,1727.0,Scrambled,Scrambled,1.0,139.0,KC,KC,2019,8.0,227.0,False,5,11,11,,Scrambled,,306912,a76eb878-71ee-418e-a46f-b35f6950aa95,,13703,,94558,,,,32033,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,16,16,,,8050456,http://cdn.usatsimg.com/api/download/?imageID=12625260,http://cdn.usatsimg.com/api/download/?imageID=14819594,2019-05-01T17:17:34,2020-08-24T17:58:08,,[]
22149,KC,29.0,Bopete,Keyes,CB,Active,"6'1""",202,1997-11-09T00:00:00,Tulane,0,DB,True,DEF,Bopete Keyes,23,Rookie,"November 9, 1997",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/22149.png,10,TB,4,B.Keyes,2186.1,Scrambled,Scrambled,4.0,134.0,KC,KC,2020,9.0,267.0,False,6,1,11,,Scrambled,,307767,04401033-2785-4a87-b19a-312f45a53502,,14579,,121849,,,,32907,Scrambled,Scrambled,,Scrambled,,,,,Scrambled,Scrambled,False,,,,16,16,,,8050505,http://cdn.usatsimg.com/api/download/?imageID=14819732,http://cdn.usatsimg.com/api/download/?imageID=14819730,2020-08-24T18:23:09,2020-08-24T18:23:07,,[]
