user_id,plan_type,signup_cohort,interaction_date,model_fired,suggestion_surfaced,user_accepted,ground_truth_correct,confidence_score,suggestion_category,time_to_decision_sec,outcome_value
C00045,pro,W01,2025-01-09,False,False,False,,,,,0.0
C00045,pro,W01,2025-02-27,True,True,True,True,0.7012,coding_recommendation,11.5,39.04
C00046,pro,W01,2025-01-02,True,True,False,True,0.8932,documentation_gap,90.5,0.0
C00046,pro,W01,2025-02-07,True,False,False,False,0.3,coding_recommendation,,0.0
C00046,pro,W01,2025-01-23,False,False,False,,,,,0.0
C00047,free,W02,2025-02-13,False,False,False,,,,,0.0
C00047,free,W02,2025-02-12,False,False,False,,,,,0.0
C00047,free,W02,2025-02-10,True,True,True,False,0.6331,quality_flag,7.4,-41.34
C00048,free,W03,2025-04-06,True,False,False,False,0.4983,coding_recommendation,,0.0
C00048,free,W03,2025-01-26,True,True,True,False,0.5852,diagnosis_suggestion,11.7,-49.43
C00048,free,W03,2025-02-25,True,True,True,True,0.9144,documentation_gap,17.5,36.13
C00049,free,W04,2025-02-15,False,False,False,,,,,0.0
C00049,free,W04,2025-04-04,False,False,False,,,,,0.0
C00049,free,W04,2025-01-25,True,True,True,True,0.9303,documentation_gap,10.0,55.85
C00050,pro,W10,2025-03-11,True,True,True,True,0.8395,coding_recommendation,25.0,33.81
C00050,pro,W10,2025-03-07,False,False,False,,,,,0.0
C00050,pro,W10,2025-03-09,True,True,False,True,0.7647,documentation_gap,57.6,0.0
C00051,free,W06,2025-03-21,False,False,False,,,,,0.0
C00051,free,W06,2025-02-11,True,True,True,True,0.8648,coding_recommendation,28.2,74.72
C00051,free,W06,2025-03-18,False,False,False,,,,,0.0
C00052,pro,W10,2025-03-24,False,False,False,,,,,0.0
C00052,pro,W10,2025-05-25,True,True,True,True,0.8202,diagnosis_suggestion,5.3,40.86
C00052,pro,W10,2025-04-05,False,False,False,,,,,0.0
C00053,free,W10,2025-05-16,False,False,False,,,,,0.0
C00053,free,W10,2025-04-10,False,False,False,,,,,0.0
C00053,free,W10,2025-04-14,False,False,False,,,,,0.0
C00054,free,W02,2025-02-12,True,True,False,True,0.8402,diagnosis_suggestion,7.4,0.0
C00054,free,W02,2025-03-09,False,False,False,,,,,0.0
C00054,free,W02,2025-01-23,True,True,False,False,0.5795,documentation_gap,37.2,0.0
C00055,free,W07,2025-02-25,True,False,False,False,0.3,diagnosis_suggestion,,0.0
C00055,free,W07,2025-05-04,True,True,False,True,0.8652,documentation_gap,7.2,0.0
C00055,free,W07,2025-03-04,False,False,False,,,,,0.0
C00056,basic,W08,2025-03-05,True,True,False,True,0.73,diagnosis_suggestion,45.8,0.0
C00056,basic,W08,2025-02-28,True,True,True,True,0.8474,diagnosis_suggestion,8.8,38.35
C00056,basic,W08,2025-05-12,False,False,False,,,,,0.0
C00057,basic,W04,2025-04-11,True,True,True,False,0.7975,coding_recommendation,210.7,-12.56
C00057,basic,W04,2025-04-13,True,True,False,True,0.8701,quality_flag,23.9,0.0
C00057,basic,W04,2025-03-20,True,True,False,True,0.7064,coding_recommendation,8.5,0.0
C00058,basic,W07,2025-04-07,True,True,True,True,0.7438,documentation_gap,16.4,76.6
C00058,basic,W07,2025-03-11,True,True,True,False,0.5841,diagnosis_suggestion,60.4,-18.42
C00058,basic,W07,2025-03-14,True,True,True,True,0.9556,coding_recommendation,15.8,60.45
C00059,pro,W10,2025-04-12,True,False,False,False,0.4644,documentation_gap,,0.0
C00059,pro,W10,2025-04-07,True,True,False,True,0.7376,diagnosis_suggestion,31.8,0.0
C00059,pro,W10,2025-03-21,True,True,False,True,0.7584,documentation_gap,11.0,0.0
C00060,free,W09,2025-03-21,True,True,True,True,0.6867,diagnosis_suggestion,5.7,30.28
C00060,free,W09,2025-04-24,True,True,False,True,0.7895,documentation_gap,9.5,0.0
C00060,free,W09,2025-05-04,False,False,False,,,,,0.0
C00061,basic,W01,2025-02-23,False,False,False,,,,,0.0
C00061,basic,W01,2025-02-20,False,False,False,,,,,0.0
C00061,basic,W01,2025-03-16,True,True,True,True,0.5,diagnosis_suggestion,36.5,35.86
C00062,basic,W06,2025-03-12,True,True,False,True,0.5,diagnosis_suggestion,15.1,0.0
C00062,basic,W06,2025-02-06,True,True,True,True,0.8958,documentation_gap,6.7,33.71
C00062,basic,W06,2025-04-06,True,True,True,False,0.6454,documentation_gap,13.1,-11.58
C00063,pro,W10,2025-04-17,True,True,True,True,0.634,coding_recommendation,21.9,27.02
C00063,pro,W10,2025-05-27,True,True,False,True,0.8384,diagnosis_suggestion,19.2,0.0
C00063,pro,W10,2025-05-01,True,True,True,True,0.9075,diagnosis_suggestion,13.1,23.47
C00064,pro,W06,2025-04-23,True,True,True,False,0.694,coding_recommendation,30.1,-26.88
C00064,pro,W06,2025-02-08,True,True,True,True,0.8102,coding_recommendation,8.3,15.0
C00064,pro,W06,2025-03-20,False,False,False,,,,,0.0
C00064,pro,W06,2025-03-18,False,False,False,,,,,0.0
C00064,pro,W06,2025-04-17,True,True,False,False,0.5236,diagnosis_suggestion,31.7,0.0
C00064,pro,W06,2025-02-11,True,True,False,True,0.8473,diagnosis_suggestion,19.9,0.0
C00064,pro,W06,2025-04-18,False,False,False,,,,,0.0
C00064,pro,W06,2025-03-17,True,True,True,True,0.9411,documentation_gap,30.2,56.4
C00064,pro,W06,2025-03-03,True,True,True,True,0.91,diagnosis_suggestion,16.9,133.54
C00065,pro,W03,2025-01-19,True,False,False,False,0.4782,diagnosis_suggestion,,0.0
C00065,pro,W03,2025-03-14,True,True,True,True,0.5692,documentation_gap,6.7,47.71
C00065,pro,W03,2025-02-18,True,True,True,True,0.99,diagnosis_suggestion,21.9,27.91
C00065,pro,W03,2025-01-16,True,False,False,False,0.365,coding_recommendation,,0.0
C00065,pro,W03,2025-01-23,True,True,True,True,0.9357,quality_flag,65.2,48.15
C00065,pro,W03,2025-04-05,True,True,True,True,0.535,coding_recommendation,18.7,94.9
C00065,pro,W03,2025-03-11,False,False,False,,,,,0.0
C00065,pro,W03,2025-03-09,True,True,True,True,0.7337,diagnosis_suggestion,15.0,61.0
C00065,pro,W03,2025-01-16,False,False,False,,,,,0.0
C00066,free,W07,2025-03-13,True,True,True,True,0.7266,diagnosis_suggestion,51.9,84.05
C00066,free,W07,2025-02-13,True,True,True,False,0.7117,coding_recommendation,25.2,-12.64
C00066,free,W07,2025-04-07,False,False,False,,,,,0.0
C00066,free,W07,2025-02-15,False,False,False,,,,,0.0
C00067,basic,W09,2025-03-22,False,False,False,,,,,0.0
C00067,basic,W09,2025-04-17,True,True,False,True,0.7273,documentation_gap,12.5,0.0
C00067,basic,W09,2025-04-03,True,False,False,False,0.3454,coding_recommendation,,0.0
C00068,free,W06,2025-04-14,False,False,False,,,,,0.0
C00068,free,W06,2025-04-17,False,False,False,,,,,0.0
C00068,free,W06,2025-02-26,False,False,False,,,,,0.0
C00069,pro,W03,2025-03-26,True,False,False,False,0.44,quality_flag,,0.0
C00069,pro,W03,2025-01-18,True,True,False,True,0.8111,coding_recommendation,32.1,0.0
C00069,pro,W03,2025-03-01,True,True,True,True,0.9719,documentation_gap,12.2,72.74
C00070,free,W02,2025-01-28,False,False,False,,,,,0.0
C00070,free,W02,2025-04-01,True,True,False,True,0.7077,coding_recommendation,13.3,0.0
C00070,free,W02,2025-02-23,True,False,False,False,0.4493,documentation_gap,,0.0
C00071,free,W12,2025-03-31,True,True,False,False,0.6859,documentation_gap,3.8,0.0
C00071,free,W12,2025-04-20,True,True,True,True,0.9169,documentation_gap,12.8,60.99
C00071,free,W12,2025-05-05,False,False,False,,,,,0.0
C00072,free,W11,2025-05-07,False,False,False,,,,,0.0
C00072,free,W11,2025-04-03,False,False,False,,,,,0.0
C00072,free,W11,2025-04-22,True,True,True,True,0.9209,diagnosis_suggestion,8.1,48.61
C00072,free,W11,2025-04-17,True,True,False,True,0.9351,diagnosis_suggestion,88.5,0.0
C00072,free,W11,2025-04-15,False,False,False,,,,,0.0
C00073,free,W06,2025-03-25,False,False,False,,,,,0.0
C00073,free,W06,2025-02-20,True,True,False,True,0.6866,quality_flag,13.8,0.0
C00073,free,W06,2025-04-16,True,False,False,False,0.4181,coding_recommendation,,0.0
C00074,free,W03,2025-02-20,False,False,False,,,,,0.0
C00074,free,W03,2025-03-20,True,True,True,True,0.7243,diagnosis_suggestion,53.6,51.41
C00074,free,W03,2025-02-04,False,False,False,,,,,0.0
C00074,free,W03,2025-02-04,True,True,False,False,0.5448,diagnosis_suggestion,19.9,0.0
C00075,free,W01,2025-02-04,True,False,False,False,0.4444,documentation_gap,,0.0
C00075,free,W01,2025-01-22,False,False,False,,,,,0.0
C00075,free,W01,2025-03-24,True,True,True,True,0.949,diagnosis_suggestion,10.5,45.19
C00076,free,W09,2025-03-19,False,False,False,,,,,0.0
C00076,free,W09,2025-04-14,False,False,False,,,,,0.0
C00076,free,W09,2025-03-07,False,False,False,,,,,0.0
C00077,basic,W07,2025-02-17,True,True,False,True,0.9019,documentation_gap,28.5,0.0
C00077,basic,W07,2025-03-18,True,True,True,True,0.7134,diagnosis_suggestion,21.0,37.45
C00077,basic,W07,2025-02-25,True,True,False,True,0.8169,diagnosis_suggestion,16.4,0.0
C00078,free,W04,2025-04-14,False,False,False,,,,,0.0
C00078,free,W04,2025-01-24,True,True,False,True,0.7193,coding_recommendation,14.3,0.0
C00078,free,W04,2025-04-13,True,True,False,True,0.8384,documentation_gap,60.0,0.0
C00079,free,W11,2025-04-25,True,True,True,True,0.6403,quality_flag,13.0,40.07
C00079,free,W11,2025-05-05,True,True,True,True,0.7491,quality_flag,18.8,71.62
C00079,free,W11,2025-05-07,False,False,False,,,,,0.0
C00080,free,W12,2025-06-01,True,True,False,True,0.8522,diagnosis_suggestion,23.5,0.0
C00080,free,W12,2025-05-30,False,False,False,,,,,0.0
C00080,free,W12,2025-05-03,False,False,False,,,,,0.0
C00081,basic,W11,2025-04-20,False,False,False,,,,,0.0
C00081,basic,W11,2025-04-19,True,True,False,True,0.9081,diagnosis_suggestion,13.4,0.0
C00081,basic,W11,2025-04-01,True,True,True,True,0.9105,quality_flag,18.5,113.87
C00082,pro,W02,2025-01-18,True,True,True,True,0.7688,coding_recommendation,13.4,87.05
C00082,pro,W02,2025-03-07,True,True,True,True,0.9578,diagnosis_suggestion,33.4,106.25
C00082,pro,W02,2025-03-25,True,True,True,True,0.9127,diagnosis_suggestion,24.6,52.56
C00083,basic,W03,2025-01-18,False,False,False,,,,,0.0
C00083,basic,W03,2025-04-02,True,True,True,False,0.5976,diagnosis_suggestion,40.9,-15.43
C00083,basic,W03,2025-03-29,True,True,True,True,0.7516,diagnosis_suggestion,38.1,20.7
C00084,free,W06,2025-04-08,True,False,False,False,0.4451,diagnosis_suggestion,,0.0
C00084,free,W06,2025-02-11,True,True,True,False,0.5738,diagnosis_suggestion,9.6,-22.63
C00084,free,W06,2025-04-22,False,False,False,,,,,0.0
C00085,free,W08,2025-05-03,False,False,False,,,,,0.0
C00085,free,W08,2025-04-03,True,True,True,True,0.909,documentation_gap,73.0,120.17
C00085,free,W08,2025-04-19,True,True,False,True,0.8978,documentation_gap,65.6,0.0
C00085,free,W08,2025-04-13,True,True,True,True,0.9051,coding_recommendation,19.5,23.48
C00085,free,W08,2025-03-14,True,True,True,True,0.6803,documentation_gap,12.7,68.47
C00086,pro,W03,2025-03-07,True,True,False,True,0.8137,diagnosis_suggestion,47.5,0.0
C00086,pro,W03,2025-02-07,True,True,True,True,0.8761,diagnosis_suggestion,13.6,59.63
C00086,pro,W03,2025-01-20,True,True,True,True,0.9013,diagnosis_suggestion,67.8,40.67
C00087,free,W02,2025-02-06,False,False,False,,,,,0.0
C00087,free,W02,2025-03-05,False,False,False,,,,,0.0
C00087,free,W02,2025-02-07,False,False,False,,,,,0.0
C00088,basic,W05,2025-03-23,False,False,False,,,,,0.0
C00088,basic,W05,2025-03-21,False,False,False,,,,,0.0
C00088,basic,W05,2025-03-30,True,True,True,False,0.6099,documentation_gap,18.1,-7.84
C00089,free,W08,2025-03-01,False,False,False,,,,,0.0
C00089,free,W08,2025-03-19,False,False,False,,,,,0.0
C00089,free,W08,2025-04-14,False,False,False,,,,,0.0
C00090,free,W09,2025-04-03,False,False,False,,,,,0.0
C00090,free,W09,2025-03-21,True,True,False,True,0.8995,documentation_gap,4.7,0.0
C00090,free,W09,2025-03-29,False,False,False,,,,,0.0
C00091,basic,W11,2025-05-08,True,True,True,True,0.8932,diagnosis_suggestion,14.2,23.39
C00091,basic,W11,2025-04-15,True,True,False,True,0.9193,diagnosis_suggestion,19.4,0.0
C00091,basic,W11,2025-04-23,False,False,False,,,,,0.0
C00091,basic,W11,2025-04-13,True,True,False,True,0.7838,diagnosis_suggestion,72.2,0.0
C00091,basic,W11,2025-05-31,True,True,False,False,0.5916,diagnosis_suggestion,5.9,0.0
C00091,basic,W11,2025-04-26,True,True,True,True,0.6171,diagnosis_suggestion,30.0,34.03
C00091,basic,W11,2025-04-09,True,False,False,False,0.3085,documentation_gap,,0.0
C00091,basic,W11,2025-05-03,True,True,True,True,0.7317,documentation_gap,13.8,51.24
C00092,basic,W04,2025-02-10,False,False,False,,,,,0.0
C00092,basic,W04,2025-04-08,True,True,False,True,0.7655,documentation_gap,27.2,0.0
C00092,basic,W04,2025-04-04,True,True,True,True,0.7421,quality_flag,11.2,278.54
C00093,free,W02,2025-02-11,False,False,False,,,,,0.0
C00093,free,W02,2025-03-13,False,False,False,,,,,0.0
C00093,free,W02,2025-03-29,True,True,True,True,0.6542,documentation_gap,17.1,50.34
C00093,free,W02,2025-03-01,False,False,False,,,,,0.0
C00093,free,W02,2025-01-09,True,True,True,True,0.9266,diagnosis_suggestion,27.8,37.49
C00094,free,W07,2025-02-12,False,False,False,,,,,0.0
C00094,free,W07,2025-04-09,False,False,False,,,,,0.0
C00094,free,W07,2025-03-08,True,True,False,True,0.9142,coding_recommendation,28.4,0.0
C00095,free,W05,2025-04-10,False,False,False,,,,,0.0
C00095,free,W05,2025-02-05,True,True,True,True,0.9247,diagnosis_suggestion,4.4,62.05
C00095,free,W05,2025-03-12,False,False,False,,,,,0.0
C00096,free,W09,2025-03-02,True,True,False,True,0.8582,diagnosis_suggestion,39.0,0.0
C00096,free,W09,2025-04-07,True,True,True,True,0.9579,documentation_gap,52.6,54.86
C00096,free,W09,2025-04-16,False,False,False,,,,,0.0
C00097,basic,W01,2025-02-27,True,True,True,False,0.5895,documentation_gap,60.1,-13.88
C00097,basic,W01,2025-01-24,True,True,True,True,0.9274,coding_recommendation,49.2,44.85
C00097,basic,W01,2025-01-01,True,True,False,False,0.5563,diagnosis_suggestion,10.8,0.0
C00098,basic,W12,2025-06-01,True,True,True,False,0.5626,coding_recommendation,70.5,-10.34
C00098,basic,W12,2025-03-19,True,True,False,True,0.8237,coding_recommendation,12.3,0.0
C00098,basic,W12,2025-05-12,True,True,True,True,0.8016,coding_recommendation,13.4,49.97
C00098,basic,W12,2025-04-22,False,False,False,,,,,0.0
C00099,free,W05,2025-02-15,False,False,False,,,,,0.0
C00099,free,W05,2025-03-09,False,False,False,,,,,0.0
C00099,free,W05,2025-02-16,False,False,False,,,,,0.0
C00100,free,W04,2025-02-15,True,True,False,True,0.6056,diagnosis_suggestion,23.4,0.0
C00100,free,W04,2025-02-21,True,True,True,True,0.7205,documentation_gap,13.3,47.6
C00100,free,W04,2025-02-24,False,False,False,,,,,0.0
C00101,basic,W09,2025-02-26,True,True,False,False,0.53,documentation_gap,49.0,0.0
C00101,basic,W09,2025-05-18,True,True,True,True,0.7914,documentation_gap,44.0,34.98
C00101,basic,W09,2025-03-27,True,True,True,True,0.9589,coding_recommendation,23.1,63.2
C00102,basic,W11,2025-04-14,True,True,True,True,0.8739,quality_flag,20.4,62.7
C00102,basic,W11,2025-03-18,True,True,True,True,0.8381,coding_recommendation,26.1,43.74
