user_id,plan_type,signup_cohort,interaction_date,model_fired,suggestion_surfaced,user_accepted,ground_truth_correct,confidence_score,suggestion_category,time_to_decision_sec,outcome_value
C00017,basic,W10,2025-05-18,True,True,True,True,0.8469,cross_sell_upsell,4.3,67.86
C00018,free,W12,2025-04-01,False,False,False,,,,,0.0
C00018,free,W12,2025-05-27,False,False,False,,,,,0.0
C00018,free,W12,2025-05-18,False,False,False,,,,,0.0
C00018,free,W12,2025-04-23,False,False,False,,,,,0.0
C00019,free,W04,2025-01-25,True,True,False,True,0.9328,cart_recovery,18.3,0.0
C00019,free,W04,2025-02-13,True,False,False,False,0.4707,cross_sell_upsell,,0.0
C00019,free,W04,2025-02-11,True,True,True,True,0.95,cross_sell_upsell,30.8,33.22
C00020,free,W11,2025-05-15,False,False,False,,,,,0.0
C00020,free,W11,2025-05-22,False,False,False,,,,,0.0
C00020,free,W11,2025-04-28,False,False,False,,,,,0.0
C00021,free,W02,2025-01-19,True,True,True,False,0.596,cart_recovery,34.8,-34.1
C00021,free,W02,2025-02-13,False,False,False,,,,,0.0
C00021,free,W02,2025-02-06,False,False,False,,,,,0.0
C00022,free,W06,2025-03-10,False,False,False,,,,,0.0
C00022,free,W06,2025-04-18,False,False,False,,,,,0.0
C00022,free,W06,2025-02-17,False,False,False,,,,,0.0
C00023,pro,W08,2025-03-12,True,False,False,False,0.3,product_recommendation,,0.0
C00023,pro,W08,2025-03-01,True,True,False,True,0.8763,cart_recovery,29.7,0.0
C00023,pro,W08,2025-04-16,True,True,True,True,0.8434,cart_recovery,12.9,26.61
C00024,free,W10,2025-03-08,False,False,False,,,,,0.0
C00024,free,W10,2025-04-26,True,True,True,False,0.6808,cross_sell_upsell,16.1,-6.35
C00024,free,W10,2025-04-04,True,True,True,True,0.8169,product_recommendation,68.0,12.5
C00024,free,W10,2025-03-27,True,True,False,True,0.8417,cross_sell_upsell,77.5,0.0
C00025,pro,W10,2025-03-12,True,True,True,True,0.9407,cart_recovery,17.2,95.17
C00025,pro,W10,2025-05-26,True,True,True,True,0.9258,search_relevance,12.2,33.21
C00025,pro,W10,2025-03-11,True,True,False,True,0.8196,cross_sell_upsell,9.7,0.0
C00026,pro,W03,2025-01-29,True,True,True,False,0.5419,cart_recovery,10.9,-8.15
C00026,pro,W03,2025-02-04,True,True,True,True,0.9686,product_recommendation,17.8,42.76
C00026,pro,W03,2025-01-20,False,False,False,,,,,0.0
C00027,free,W06,2025-04-14,True,True,True,True,0.6818,product_recommendation,23.0,57.61
C00027,free,W06,2025-02-10,False,False,False,,,,,0.0
C00027,free,W06,2025-03-25,False,False,False,,,,,0.0
C00028,free,W12,2025-05-24,True,True,True,True,0.8819,cross_sell_upsell,16.2,96.41
C00028,free,W12,2025-04-24,True,True,False,True,0.9322,search_relevance,39.0,0.0
C00028,free,W12,2025-05-10,True,False,False,False,0.3,cross_sell_upsell,,0.0
C00029,basic,W12,2025-06-02,False,False,False,,,,,0.0
C00029,basic,W12,2025-03-31,True,True,False,True,0.7897,product_recommendation,13.7,0.0
C00029,basic,W12,2025-05-26,True,True,True,True,0.909,cross_sell_upsell,43.4,97.92
C00030,free,W09,2025-04-12,True,True,True,True,0.5,cross_sell_upsell,23.2,266.7
C00030,free,W09,2025-02-27,False,False,False,,,,,0.0
C00030,free,W09,2025-05-15,False,False,False,,,,,0.0
C00030,free,W09,2025-04-25,False,False,False,,,,,0.0
C00031,pro,W04,2025-02-03,True,True,True,True,0.9225,cart_recovery,153.1,74.77
C00031,pro,W04,2025-01-26,True,True,True,False,0.8773,product_recommendation,15.4,-46.27
C00031,pro,W04,2025-03-01,True,True,True,True,0.5965,search_relevance,8.9,74.44
C00032,free,W06,2025-03-11,True,True,True,False,0.7464,product_recommendation,18.3,-21.7
C00032,free,W06,2025-02-08,True,True,True,True,0.99,search_relevance,15.3,43.69
C00032,free,W06,2025-04-25,True,True,False,True,0.5,product_recommendation,18.7,0.0
C00033,basic,W02,2025-03-05,True,True,True,True,0.7636,search_relevance,8.6,88.97
C00033,basic,W02,2025-03-18,True,True,True,True,0.6766,cart_recovery,15.7,66.4
C00033,basic,W02,2025-03-23,False,False,False,,,,,0.0
C00034,free,W11,2025-04-02,True,True,True,True,0.9038,cross_sell_upsell,81.8,61.97
C00034,free,W11,2025-03-23,False,False,False,,,,,0.0
C00034,free,W11,2025-04-21,False,False,False,,,,,0.0
C00035,free,W06,2025-03-12,True,True,False,True,0.9413,search_relevance,36.4,0.0
C00035,free,W06,2025-03-21,True,True,True,True,0.922,product_recommendation,13.8,74.9
C00035,free,W06,2025-02-16,False,False,False,,,,,0.0
C00036,pro,W01,2025-02-20,True,True,True,True,0.8784,cross_sell_upsell,15.2,61.51
C00036,pro,W01,2025-01-21,True,True,True,True,0.94,cross_sell_upsell,29.8,61.0
C00036,pro,W01,2025-01-19,True,True,True,True,0.7716,product_recommendation,15.2,63.15
C00037,free,W12,2025-04-29,False,False,False,,,,,0.0
C00037,free,W12,2025-04-24,True,True,True,True,0.7454,cart_recovery,7.0,47.67
C00037,free,W12,2025-05-31,False,False,False,,,,,0.0
C00037,free,W12,2025-05-25,False,False,False,,,,,0.0
C00038,pro,W07,2025-04-24,True,True,False,True,0.8206,search_relevance,28.7,0.0
C00038,pro,W07,2025-05-02,True,False,False,False,0.3618,cart_recovery,,0.0
C00038,pro,W07,2025-03-03,True,True,True,True,0.6204,product_recommendation,9.8,130.08
C00039,free,W03,2025-03-30,False,False,False,,,,,0.0
C00039,free,W03,2025-02-03,True,True,False,False,0.5146,search_relevance,47.1,0.0
C00039,free,W03,2025-02-13,False,False,False,,,,,0.0
C00040,free,W12,2025-04-28,False,False,False,,,,,0.0
C00040,free,W12,2025-05-31,False,False,False,,,,,0.0
C00040,free,W12,2025-05-22,True,True,True,True,0.6534,product_recommendation,9.0,34.44
C00041,basic,W03,2025-04-07,True,True,True,True,0.6514,search_relevance,44.1,48.02
C00041,basic,W03,2025-02-23,True,True,True,True,0.7732,product_recommendation,13.3,38.12
C00041,basic,W03,2025-03-21,True,True,True,True,0.9221,product_recommendation,12.9,79.82
C00042,free,W10,2025-04-23,False,False,False,,,,,0.0
C00042,free,W10,2025-03-12,False,False,False,,,,,0.0
C00042,free,W10,2025-03-27,True,False,False,False,0.4385,cart_recovery,,0.0
C00042,free,W10,2025-04-05,True,True,True,True,0.7707,cart_recovery,19.8,111.39
C00042,free,W10,2025-04-23,False,False,False,,,,,0.0
C00042,free,W10,2025-04-03,False,False,False,,,,,0.0
C00043,basic,W06,2025-02-27,False,False,False,,,,,0.0
C00043,basic,W06,2025-04-12,True,False,False,False,0.4633,cross_sell_upsell,,0.0
C00043,basic,W06,2025-03-28,False,False,False,,,,,0.0
C00044,free,W05,2025-04-12,False,False,False,,,,,0.0
C00044,free,W05,2025-01-31,False,False,False,,,,,0.0
C00044,free,W05,2025-02-08,True,True,True,True,0.8784,search_relevance,38.6,22.34
C00045,pro,W01,2025-01-22,True,True,False,True,0.7769,search_relevance,52.8,0.0
C00045,pro,W01,2025-01-09,False,False,False,,,,,0.0
C00045,pro,W01,2025-02-27,True,True,True,True,0.7012,cross_sell_upsell,11.5,39.04
C00046,pro,W01,2025-01-02,True,True,False,True,0.8932,cart_recovery,90.5,0.0
C00046,pro,W01,2025-02-07,True,False,False,False,0.3,cross_sell_upsell,,0.0
C00046,pro,W01,2025-01-23,False,False,False,,,,,0.0
C00047,free,W02,2025-02-13,False,False,False,,,,,0.0
C00047,free,W02,2025-02-12,False,False,False,,,,,0.0
C00047,free,W02,2025-02-10,True,True,True,False,0.6331,search_relevance,7.4,-41.34
C00048,free,W03,2025-04-06,True,False,False,False,0.4983,cross_sell_upsell,,0.0
C00048,free,W03,2025-01-26,True,True,True,False,0.5852,product_recommendation,11.7,-49.43
C00048,free,W03,2025-02-25,True,True,True,True,0.9144,cart_recovery,17.5,36.13
C00049,free,W04,2025-02-15,False,False,False,,,,,0.0
C00049,free,W04,2025-04-04,False,False,False,,,,,0.0
C00049,free,W04,2025-01-25,True,True,True,True,0.9303,cart_recovery,10.0,55.85
C00050,pro,W10,2025-03-11,True,True,True,True,0.8395,cross_sell_upsell,25.0,33.81
C00050,pro,W10,2025-03-07,False,False,False,,,,,0.0
C00050,pro,W10,2025-03-09,True,True,False,True,0.7647,cart_recovery,57.6,0.0
C00051,free,W06,2025-03-21,False,False,False,,,,,0.0
C00051,free,W06,2025-02-11,True,True,True,True,0.8648,cross_sell_upsell,28.2,74.72
C00051,free,W06,2025-03-18,False,False,False,,,,,0.0
C00052,pro,W10,2025-03-24,False,False,False,,,,,0.0
C00052,pro,W10,2025-05-25,True,True,True,True,0.8202,product_recommendation,5.3,40.86
C00052,pro,W10,2025-04-05,False,False,False,,,,,0.0
C00053,free,W10,2025-05-16,False,False,False,,,,,0.0
C00053,free,W10,2025-04-10,False,False,False,,,,,0.0
C00053,free,W10,2025-04-14,False,False,False,,,,,0.0
C00054,free,W02,2025-02-12,True,True,False,True,0.8402,product_recommendation,7.4,0.0
C00054,free,W02,2025-03-09,False,False,False,,,,,0.0
C00054,free,W02,2025-01-23,True,True,False,False,0.5795,cart_recovery,37.2,0.0
C00055,free,W07,2025-02-25,True,False,False,False,0.3,product_recommendation,,0.0
C00055,free,W07,2025-05-04,True,True,False,True,0.8652,cart_recovery,7.2,0.0
C00055,free,W07,2025-03-04,False,False,False,,,,,0.0
C00056,basic,W08,2025-03-05,True,True,False,True,0.73,product_recommendation,45.8,0.0
C00056,basic,W08,2025-02-28,True,True,True,True,0.8474,product_recommendation,8.8,38.35
C00056,basic,W08,2025-05-12,False,False,False,,,,,0.0
C00057,basic,W04,2025-04-11,True,True,True,False,0.7975,cross_sell_upsell,210.7,-12.56
C00057,basic,W04,2025-04-13,True,True,False,True,0.8701,search_relevance,23.9,0.0
C00057,basic,W04,2025-03-20,True,True,False,True,0.7064,cross_sell_upsell,8.5,0.0
C00058,basic,W07,2025-04-07,True,True,True,True,0.7438,cart_recovery,16.4,76.6
C00058,basic,W07,2025-03-11,True,True,True,False,0.5841,product_recommendation,60.4,-18.42
C00058,basic,W07,2025-03-14,True,True,True,True,0.9556,cross_sell_upsell,15.8,60.45
C00059,pro,W10,2025-04-12,True,False,False,False,0.4644,cart_recovery,,0.0
C00059,pro,W10,2025-04-07,True,True,False,True,0.7376,product_recommendation,31.8,0.0
C00059,pro,W10,2025-03-21,True,True,False,True,0.7584,cart_recovery,11.0,0.0
C00060,free,W09,2025-03-21,True,True,True,True,0.6867,product_recommendation,5.7,30.28
C00060,free,W09,2025-04-24,True,True,False,True,0.7895,cart_recovery,9.5,0.0
C00060,free,W09,2025-05-04,False,False,False,,,,,0.0
C00061,basic,W01,2025-02-23,False,False,False,,,,,0.0
C00061,basic,W01,2025-02-20,False,False,False,,,,,0.0
C00061,basic,W01,2025-03-16,True,True,True,True,0.5,product_recommendation,36.5,35.86
C00062,basic,W06,2025-03-12,True,True,False,True,0.5,product_recommendation,15.1,0.0
C00062,basic,W06,2025-02-06,True,True,True,True,0.8958,cart_recovery,6.7,33.71
C00062,basic,W06,2025-04-06,True,True,True,False,0.6454,cart_recovery,13.1,-11.58
C00063,pro,W10,2025-04-17,True,True,True,True,0.634,cross_sell_upsell,21.9,27.02
C00063,pro,W10,2025-05-27,True,True,False,True,0.8384,product_recommendation,19.2,0.0
C00063,pro,W10,2025-05-01,True,True,True,True,0.9075,product_recommendation,13.1,23.47
C00064,pro,W06,2025-04-23,True,True,True,False,0.694,cross_sell_upsell,30.1,-26.88
C00064,pro,W06,2025-02-08,True,True,True,True,0.8102,cross_sell_upsell,8.3,15.0
C00064,pro,W06,2025-03-20,False,False,False,,,,,0.0
C00064,pro,W06,2025-03-18,False,False,False,,,,,0.0
C00064,pro,W06,2025-04-17,True,True,False,False,0.5236,product_recommendation,31.7,0.0
C00064,pro,W06,2025-02-11,True,True,False,True,0.8473,product_recommendation,19.9,0.0
C00064,pro,W06,2025-04-18,False,False,False,,,,,0.0
C00064,pro,W06,2025-03-17,True,True,True,True,0.9411,cart_recovery,30.2,56.4
C00064,pro,W06,2025-03-03,True,True,True,True,0.91,product_recommendation,16.9,133.54
C00065,pro,W03,2025-01-19,True,False,False,False,0.4782,product_recommendation,,0.0
C00065,pro,W03,2025-03-14,True,True,True,True,0.5692,cart_recovery,6.7,47.71
C00065,pro,W03,2025-02-18,True,True,True,True,0.99,product_recommendation,21.9,27.91
C00065,pro,W03,2025-01-16,True,False,False,False,0.365,cross_sell_upsell,,0.0
C00065,pro,W03,2025-01-23,True,True,True,True,0.9357,search_relevance,65.2,48.15
C00065,pro,W03,2025-04-05,True,True,True,True,0.535,cross_sell_upsell,18.7,94.9
C00065,pro,W03,2025-03-11,False,False,False,,,,,0.0
C00065,pro,W03,2025-03-09,True,True,True,True,0.7337,product_recommendation,15.0,61.0
C00065,pro,W03,2025-01-16,False,False,False,,,,,0.0
C00066,free,W07,2025-03-13,True,True,True,True,0.7266,product_recommendation,51.9,84.05
C00066,free,W07,2025-02-13,True,True,True,False,0.7117,cross_sell_upsell,25.2,-12.64
C00066,free,W07,2025-04-07,False,False,False,,,,,0.0
C00066,free,W07,2025-02-15,False,False,False,,,,,0.0
C00067,basic,W09,2025-03-22,False,False,False,,,,,0.0
C00067,basic,W09,2025-04-17,True,True,False,True,0.7273,cart_recovery,12.5,0.0
C00067,basic,W09,2025-04-03,True,False,False,False,0.3454,cross_sell_upsell,,0.0
C00068,free,W06,2025-04-14,False,False,False,,,,,0.0
C00068,free,W06,2025-04-17,False,False,False,,,,,0.0
C00068,free,W06,2025-02-26,False,False,False,,,,,0.0
C00069,pro,W03,2025-03-26,True,False,False,False,0.44,search_relevance,,0.0
C00069,pro,W03,2025-01-18,True,True,False,True,0.8111,cross_sell_upsell,32.1,0.0
C00069,pro,W03,2025-03-01,True,True,True,True,0.9719,cart_recovery,12.2,72.74
C00070,free,W02,2025-01-28,False,False,False,,,,,0.0
C00070,free,W02,2025-04-01,True,True,False,True,0.7077,cross_sell_upsell,13.3,0.0
C00070,free,W02,2025-02-23,True,False,False,False,0.4493,cart_recovery,,0.0
C00071,free,W12,2025-03-31,True,True,False,False,0.6859,cart_recovery,3.8,0.0
C00071,free,W12,2025-04-20,True,True,True,True,0.9169,cart_recovery,12.8,60.99
C00071,free,W12,2025-05-05,False,False,False,,,,,0.0
C00072,free,W11,2025-05-07,False,False,False,,,,,0.0
C00072,free,W11,2025-04-03,False,False,False,,,,,0.0
C00072,free,W11,2025-04-22,True,True,True,True,0.9209,product_recommendation,8.1,48.61
C00072,free,W11,2025-04-17,True,True,False,True,0.9351,product_recommendation,88.5,0.0
C00072,free,W11,2025-04-15,False,False,False,,,,,0.0
C00073,free,W06,2025-03-25,False,False,False,,,,,0.0
C00073,free,W06,2025-02-20,True,True,False,True,0.6866,search_relevance,13.8,0.0
C00073,free,W06,2025-04-16,True,False,False,False,0.4181,cross_sell_upsell,,0.0
C00074,free,W03,2025-02-20,False,False,False,,,,,0.0
C00074,free,W03,2025-03-20,True,True,True,True,0.7243,product_recommendation,53.6,51.41
C00074,free,W03,2025-02-04,False,False,False,,,,,0.0
C00074,free,W03,2025-02-04,True,True,False,False,0.5448,product_recommendation,19.9,0.0
C00075,free,W01,2025-02-04,True,False,False,False,0.4444,cart_recovery,,0.0
C00075,free,W01,2025-01-22,False,False,False,,,,,0.0
C00075,free,W01,2025-03-24,True,True,True,True,0.949,product_recommendation,10.5,45.19
C00076,free,W09,2025-03-19,False,False,False,,,,,0.0
C00076,free,W09,2025-04-14,False,False,False,,,,,0.0
C00076,free,W09,2025-03-07,False,False,False,,,,,0.0
C00077,basic,W07,2025-02-17,True,True,False,True,0.9019,cart_recovery,28.5,0.0
C00077,basic,W07,2025-03-18,True,True,True,True,0.7134,product_recommendation,21.0,37.45
C00077,basic,W07,2025-02-25,True,True,False,True,0.8169,product_recommendation,16.4,0.0
C00078,free,W04,2025-04-14,False,False,False,,,,,0.0
C00078,free,W04,2025-01-24,True,True,False,True,0.7193,cross_sell_upsell,14.3,0.0
C00078,free,W04,2025-04-13,True,True,False,True,0.8384,cart_recovery,60.0,0.0
C00079,free,W11,2025-04-25,True,True,True,True,0.6403,search_relevance,13.0,40.07
C00079,free,W11,2025-05-05,True,True,True,True,0.7491,search_relevance,18.8,71.62
C00079,free,W11,2025-05-07,False,False,False,,,,,0.0
C00080,free,W12,2025-06-01,True,True,False,True,0.8522,product_recommendation,23.5,0.0
C00080,free,W12,2025-05-30,False,False,False,,,,,0.0
C00080,free,W12,2025-05-03,False,False,False,,,,,0.0
C00081,basic,W11,2025-04-20,False,False,False,,,,,0.0
C00081,basic,W11,2025-04-19,True,True,False,True,0.9081,product_recommendation,13.4,0.0
C00081,basic,W11,2025-04-01,True,True,True,True,0.9105,search_relevance,18.5,113.87
C00082,pro,W02,2025-01-18,True,True,True,True,0.7688,cross_sell_upsell,13.4,87.05
C00082,pro,W02,2025-03-07,True,True,True,True,0.9578,product_recommendation,33.4,106.25
C00082,pro,W02,2025-03-25,True,True,True,True,0.9127,product_recommendation,24.6,52.56
C00083,basic,W03,2025-01-18,False,False,False,,,,,0.0
C00083,basic,W03,2025-04-02,True,True,True,False,0.5976,product_recommendation,40.9,-15.43
C00083,basic,W03,2025-03-29,True,True,True,True,0.7516,product_recommendation,38.1,20.7
C00084,free,W06,2025-04-08,True,False,False,False,0.4451,product_recommendation,,0.0
C00084,free,W06,2025-02-11,True,True,True,False,0.5738,product_recommendation,9.6,-22.63
C00084,free,W06,2025-04-22,False,False,False,,,,,0.0
C00085,free,W08,2025-05-03,False,False,False,,,,,0.0
C00085,free,W08,2025-04-03,True,True,True,True,0.909,cart_recovery,73.0,120.17
C00085,free,W08,2025-04-19,True,True,False,True,0.8978,cart_recovery,65.6,0.0
C00085,free,W08,2025-04-13,True,True,True,True,0.9051,cross_sell_upsell,19.5,23.48
C00085,free,W08,2025-03-14,True,True,True,True,0.6803,cart_recovery,12.7,68.47
C00086,pro,W03,2025-03-07,True,True,False,True,0.8137,product_recommendation,47.5,0.0
C00086,pro,W03,2025-02-07,True,True,True,True,0.8761,product_recommendation,13.6,59.63
C00086,pro,W03,2025-01-20,True,True,True,True,0.9013,product_recommendation,67.8,40.67
C00087,free,W02,2025-02-06,False,False,False,,,,,0.0
C00087,free,W02,2025-03-05,False,False,False,,,,,0.0
C00087,free,W02,2025-02-07,False,False,False,,,,,0.0
C00088,basic,W05,2025-03-23,False,False,False,,,,,0.0
C00088,basic,W05,2025-03-21,False,False,False,,,,,0.0
C00088,basic,W05,2025-03-30,True,True,True,False,0.6099,cart_recovery,18.1,-7.84
C00089,free,W08,2025-03-01,False,False,False,,,,,0.0
C00089,free,W08,2025-03-19,False,False,False,,,,,0.0
C00089,free,W08,2025-04-14,False,False,False,,,,,0.0
C00090,free,W09,2025-04-03,False,False,False,,,,,0.0
C00090,free,W09,2025-03-21,True,True,False,True,0.8995,cart_recovery,4.7,0.0
C00090,free,W09,2025-03-29,False,False,False,,,,,0.0
C00091,basic,W11,2025-05-08,True,True,True,True,0.8932,product_recommendation,14.2,23.39
C00091,basic,W11,2025-04-15,True,True,False,True,0.9193,product_recommendation,19.4,0.0
C00091,basic,W11,2025-04-23,False,False,False,,,,,0.0
C00091,basic,W11,2025-04-13,True,True,False,True,0.7838,product_recommendation,72.2,0.0
C00091,basic,W11,2025-05-31,True,True,False,False,0.5916,product_recommendation,5.9,0.0
C00091,basic,W11,2025-04-26,True,True,True,True,0.6171,product_recommendation,30.0,34.03
C00091,basic,W11,2025-04-09,True,False,False,False,0.3085,cart_recovery,,0.0
C00091,basic,W11,2025-05-03,True,True,True,True,0.7317,cart_recovery,13.8,51.24
C00092,basic,W04,2025-02-10,False,False,False,,,,,0.0
C00092,basic,W04,2025-04-08,True,True,False,True,0.7655,cart_recovery,27.2,0.0
C00092,basic,W04,2025-04-04,True,True,True,True,0.7421,search_relevance,11.2,278.54
C00093,free,W02,2025-02-11,False,False,False,,,,,0.0
C00093,free,W02,2025-03-13,False,False,False,,,,,0.0
C00093,free,W02,2025-03-29,True,True,True,True,0.6542,cart_recovery,17.1,50.34
C00093,free,W02,2025-03-01,False,False,False,,,,,0.0
C00093,free,W02,2025-01-09,True,True,True,True,0.9266,product_recommendation,27.8,37.49
C00094,free,W07,2025-02-12,False,False,False,,,,,0.0
C00094,free,W07,2025-04-09,False,False,False,,,,,0.0
C00094,free,W07,2025-03-08,True,True,False,True,0.9142,cross_sell_upsell,28.4,0.0
C00095,free,W05,2025-04-10,False,False,False,,,,,0.0
C00095,free,W05,2025-02-05,True,True,True,True,0.9247,product_recommendation,4.4,62.05
C00095,free,W05,2025-03-12,False,False,False,,,,,0.0
C00096,free,W09,2025-03-02,True,True,False,True,0.8582,product_recommendation,39.0,0.0
C00096,free,W09,2025-04-07,True,True,True,True,0.9579,cart_recovery,52.6,54.86
C00096,free,W09,2025-04-16,False,False,False,,,,,0.0
C00097,basic,W01,2025-02-27,True,True,True,False,0.5895,cart_recovery,60.1,-13.88
C00097,basic,W01,2025-01-24,True,True,True,True,0.9274,cross_sell_upsell,49.2,44.85
C00097,basic,W01,2025-01-01,True,True,False,False,0.5563,product_recommendation,10.8,0.0
C00098,basic,W12,2025-06-01,True,True,True,False,0.5626,cross_sell_upsell,70.5,-10.34
C00098,basic,W12,2025-03-19,True,True,False,True,0.8237,cross_sell_upsell,12.3,0.0
C00098,basic,W12,2025-05-12,True,True,True,True,0.8016,cross_sell_upsell,13.4,49.97
C00098,basic,W12,2025-04-22,False,False,False,,,,,0.0
C00099,free,W05,2025-02-15,False,False,False,,,,,0.0
C00099,free,W05,2025-03-09,False,False,False,,,,,0.0
C00099,free,W05,2025-02-16,False,False,False,,,,,0.0
C00100,free,W04,2025-02-15,True,True,False,True,0.6056,product_recommendation,23.4,0.0
C00100,free,W04,2025-02-21,True,True,True,True,0.7205,cart_recovery,13.3,47.6
C00100,free,W04,2025-02-24,False,False,False,,,,,0.0
C00101,basic,W09,2025-02-26,True,True,False,False,0.53,cart_recovery,49.0,0.0
C00101,basic,W09,2025-05-18,True,True,True,True,0.7914,cart_recovery,44.0,34.98
C00101,basic,W09,2025-03-27,True,True,True,True,0.9589,cross_sell_upsell,23.1,63.2
C00102,basic,W11,2025-04-14,True,True,True,True,0.8739,search_relevance,20.4,62.7
C00102,basic,W11,2025-03-18,True,True,True,True,0.8381,cross_sell_upsell,26.1,43.74
C00102,basic,W11,2025-04-13,True,True,False,True,0.8741,product_recommendation,15.6,0.0
C00103,basic,W02,2025-03-01,True,True,True,True,0.9604,cross_sell_upsell,23.3,48.71
C00103,basic,W02,2025-02-15,True,True,True,True,0.8255,product_recommendation,7.5,71.43
C00103,basic,W02,2025-03-29,True,True,True,False,0.7624,search_relevance,29.1,-22.08
C00104,pro,W10,2025-05-10,False,False,False,,,,,0.0
