user_id,signup_date,device,channel,stage,timestamp,reached
U00027,2025-01-22,desktop,social,landing_page,2025-01-22 00:00:00,True
U00027,2025-01-22,desktop,social,signup,2025-01-22 00:00:28,True
U00027,2025-01-22,desktop,social,product_view,2025-01-22 00:04:19,True
U00027,2025-01-22,desktop,social,add_to_cart,2025-01-22 00:08:27,False
U00028,2025-03-30,tablet,paid_search,landing_page,2025-03-30 00:00:00,True
U00028,2025-03-30,tablet,paid_search,signup,2025-03-30 00:02:39,False
U00029,2025-02-18,desktop,email,landing_page,2025-02-18 00:00:00,True
U00029,2025-02-18,desktop,email,signup,2025-02-18 00:01:06,False
U00030,2025-02-28,desktop,email,landing_page,2025-02-28 00:00:00,True
U00030,2025-02-28,desktop,email,signup,2025-02-28 00:05:54,True
U00030,2025-02-28,desktop,email,product_view,2025-02-28 00:07:28,False
U00031,2025-06-19,mobile,email,landing_page,2025-06-19 00:00:00,True
U00031,2025-06-19,mobile,email,signup,2025-06-19 00:01:02,False
U00032,2025-01-15,mobile,organic,landing_page,2025-01-15 00:00:00,True
U00032,2025-01-15,mobile,organic,signup,2025-01-15 00:00:20,False
U00033,2025-06-24,mobile,referral,landing_page,2025-06-24 00:00:00,True
U00033,2025-06-24,mobile,referral,signup,2025-06-24 00:01:15,False
U00034,2025-02-20,desktop,referral,landing_page,2025-02-20 00:00:00,True
U00034,2025-02-20,desktop,referral,signup,2025-02-20 00:00:55,True
U00034,2025-02-20,desktop,referral,product_view,2025-02-20 00:03:10,True
U00034,2025-02-20,desktop,referral,add_to_cart,2025-02-20 00:03:29,False
U00035,2025-04-18,mobile,paid_search,landing_page,2025-04-18 00:00:00,True
U00035,2025-04-18,mobile,paid_search,signup,2025-04-18 00:02:49,True
U00035,2025-04-18,mobile,paid_search,product_view,2025-04-18 00:04:26,True
U00035,2025-04-18,mobile,paid_search,add_to_cart,2025-04-18 00:05:24,False
U00036,2025-02-24,mobile,organic,landing_page,2025-02-24 00:00:00,True
U00036,2025-02-24,mobile,organic,signup,2025-02-24 00:00:41,False
U00037,2025-03-05,desktop,organic,landing_page,2025-03-05 00:00:00,True
U00037,2025-03-05,desktop,organic,signup,2025-03-05 00:00:34,True
U00037,2025-03-05,desktop,organic,product_view,2025-03-05 00:02:07,True
U00037,2025-03-05,desktop,organic,add_to_cart,2025-03-05 00:02:16,True
U00037,2025-03-05,desktop,organic,purchase,2025-03-05 00:05:06,False
U00038,2025-05-11,desktop,referral,landing_page,2025-05-11 00:00:00,True
U00038,2025-05-11,desktop,referral,signup,2025-05-11 00:08:16,False
U00039,2025-02-20,desktop,social,landing_page,2025-02-20 00:00:00,True
U00039,2025-02-20,desktop,social,signup,2025-02-20 00:01:04,False
U00040,2025-05-15,desktop,paid_search,landing_page,2025-05-15 00:00:00,True
U00040,2025-05-15,desktop,paid_search,signup,2025-05-15 00:04:49,True
U00040,2025-05-15,desktop,paid_search,product_view,2025-05-15 00:07:12,True
U00040,2025-05-15,desktop,paid_search,add_to_cart,2025-05-15 00:08:44,True
U00040,2025-05-15,desktop,paid_search,purchase,2025-05-15 00:09:24,True
U00041,2025-01-21,tablet,organic,landing_page,2025-01-21 00:00:00,True
U00041,2025-01-21,tablet,organic,signup,2025-01-21 00:01:30,True
U00041,2025-01-21,tablet,organic,product_view,2025-01-21 00:05:28,True
U00041,2025-01-21,tablet,organic,add_to_cart,2025-01-21 00:06:23,False
U00042,2025-03-14,desktop,organic,landing_page,2025-03-14 00:00:00,True
U00042,2025-03-14,desktop,organic,signup,2025-03-14 00:03:54,False
U00043,2025-06-16,tablet,social,landing_page,2025-06-16 00:00:00,True
U00043,2025-06-16,tablet,social,signup,2025-06-16 00:01:10,False
U00044,2025-01-18,desktop,paid_search,landing_page,2025-01-18 00:00:00,True
U00044,2025-01-18,desktop,paid_search,signup,2025-01-18 00:00:23,False
U00045,2025-05-12,mobile,referral,landing_page,2025-05-12 00:00:00,True
U00045,2025-05-12,mobile,referral,signup,2025-05-12 00:02:44,False
U00046,2025-03-30,desktop,social,landing_page,2025-03-30 00:00:00,True
U00046,2025-03-30,desktop,social,signup,2025-03-30 00:05:07,True
U00046,2025-03-30,desktop,social,product_view,2025-03-30 00:06:29,False
U00047,2025-03-01,desktop,email,landing_page,2025-03-01 00:00:00,True
U00047,2025-03-01,desktop,email,signup,2025-03-01 00:05:52,True
U00047,2025-03-01,desktop,email,product_view,2025-03-01 00:06:37,True
U00047,2025-03-01,desktop,email,add_to_cart,2025-03-01 00:07:23,True
U00047,2025-03-01,desktop,email,purchase,2025-03-01 00:12:06,True
U00048,2025-01-14,desktop,organic,landing_page,2025-01-14 00:00:00,True
U00048,2025-01-14,desktop,organic,signup,2025-01-14 00:01:27,True
U00048,2025-01-14,desktop,organic,product_view,2025-01-14 00:02:28,False
U00049,2025-01-09,desktop,organic,landing_page,2025-01-09 00:00:00,True
U00049,2025-01-09,desktop,organic,signup,2025-01-09 00:01:10,True
U00049,2025-01-09,desktop,organic,product_view,2025-01-09 00:03:43,True
U00049,2025-01-09,desktop,organic,add_to_cart,2025-01-09 00:03:55,False
U00050,2025-03-31,mobile,paid_search,landing_page,2025-03-31 00:00:00,True
U00050,2025-03-31,mobile,paid_search,signup,2025-03-31 00:01:52,False
U00051,2025-02-22,tablet,paid_search,landing_page,2025-02-22 00:00:00,True
U00051,2025-02-22,tablet,paid_search,signup,2025-02-22 00:01:13,True
U00051,2025-02-22,tablet,paid_search,product_view,2025-02-22 00:02:17,True
U00051,2025-02-22,tablet,paid_search,add_to_cart,2025-02-22 00:04:26,True
U00051,2025-02-22,tablet,paid_search,purchase,2025-02-22 00:06:01,False
U00052,2025-05-10,mobile,organic,landing_page,2025-05-10 00:00:00,True
U00052,2025-05-10,mobile,organic,signup,2025-05-10 00:02:36,False
U00053,2025-03-25,desktop,referral,landing_page,2025-03-25 00:00:00,True
U00053,2025-03-25,desktop,referral,signup,2025-03-25 00:04:09,True
U00053,2025-03-25,desktop,referral,product_view,2025-03-25 00:04:57,True
U00053,2025-03-25,desktop,referral,add_to_cart,2025-03-25 00:07:12,False
U00054,2025-04-02,desktop,paid_search,landing_page,2025-04-02 00:00:00,True
U00054,2025-04-02,desktop,paid_search,signup,2025-04-02 00:01:02,True
U00054,2025-04-02,desktop,paid_search,product_view,2025-04-02 00:01:11,False
U00055,2025-04-21,desktop,organic,landing_page,2025-04-21 00:00:00,True
U00055,2025-04-21,desktop,organic,signup,2025-04-21 00:03:28,True
U00055,2025-04-21,desktop,organic,product_view,2025-04-21 00:09:01,False
U00056,2025-06-21,mobile,organic,landing_page,2025-06-21 00:00:00,True
U00056,2025-06-21,mobile,organic,signup,2025-06-21 00:00:44,True
U00056,2025-06-21,mobile,organic,product_view,2025-06-21 00:02:04,False
U00057,2025-01-08,mobile,organic,landing_page,2025-01-08 00:00:00,True
U00057,2025-01-08,mobile,organic,signup,2025-01-08 00:00:59,False
U00058,2025-06-24,tablet,referral,landing_page,2025-06-24 00:00:00,True
U00058,2025-06-24,tablet,referral,signup,2025-06-24 00:00:58,False
U00059,2025-02-04,desktop,organic,landing_page,2025-02-04 00:00:00,True
U00059,2025-02-04,desktop,organic,signup,2025-02-04 00:00:57,True
U00059,2025-02-04,desktop,organic,product_view,2025-02-04 00:03:21,True
U00059,2025-02-04,desktop,organic,add_to_cart,2025-02-04 00:08:33,True
U00059,2025-02-04,desktop,organic,purchase,2025-02-04 00:09:09,True
U00060,2025-03-22,mobile,paid_search,landing_page,2025-03-22 00:00:00,True
U00060,2025-03-22,mobile,paid_search,signup,2025-03-22 00:01:17,False
U00061,2025-06-13,mobile,social,landing_page,2025-06-13 00:00:00,True
U00061,2025-06-13,mobile,social,signup,2025-06-13 00:06:09,False
U00062,2025-02-19,mobile,organic,landing_page,2025-02-19 00:00:00,True
U00062,2025-02-19,mobile,organic,signup,2025-02-19 00:04:20,True
U00062,2025-02-19,mobile,organic,product_view,2025-02-19 00:14:28,False
U00063,2025-04-14,mobile,organic,landing_page,2025-04-14 00:00:00,True
U00063,2025-04-14,mobile,organic,signup,2025-04-14 00:00:30,False
U00064,2025-05-12,mobile,organic,landing_page,2025-05-12 00:00:00,True
U00064,2025-05-12,mobile,organic,signup,2025-05-12 00:07:45,False
U00065,2025-01-02,mobile,paid_search,landing_page,2025-01-02 00:00:00,True
U00065,2025-01-02,mobile,paid_search,signup,2025-01-02 00:00:28,False
U00066,2025-05-14,desktop,organic,landing_page,2025-05-14 00:00:00,True
U00066,2025-05-14,desktop,organic,signup,2025-05-14 00:01:00,False
U00067,2025-02-23,mobile,organic,landing_page,2025-02-23 00:00:00,True
U00067,2025-02-23,mobile,organic,signup,2025-02-23 00:02:14,True
U00067,2025-02-23,mobile,organic,product_view,2025-02-23 00:02:52,True
U00067,2025-02-23,mobile,organic,add_to_cart,2025-02-23 00:04:07,False
U00068,2025-04-16,desktop,email,landing_page,2025-04-16 00:00:00,True
U00068,2025-04-16,desktop,email,signup,2025-04-16 00:01:01,False
U00069,2025-01-04,mobile,organic,landing_page,2025-01-04 00:00:00,True
U00069,2025-01-04,mobile,organic,signup,2025-01-04 00:01:15,True
U00069,2025-01-04,mobile,organic,product_view,2025-01-04 00:04:57,False
U00070,2025-02-23,desktop,email,landing_page,2025-02-23 00:00:00,True
U00070,2025-02-23,desktop,email,signup,2025-02-23 00:05:58,False
U00071,2025-05-26,mobile,email,landing_page,2025-05-26 00:00:00,True
U00071,2025-05-26,mobile,email,signup,2025-05-26 00:01:39,True
U00071,2025-05-26,mobile,email,product_view,2025-05-26 00:02:04,True
U00071,2025-05-26,mobile,email,add_to_cart,2025-05-26 00:02:05,False
U00072,2025-02-13,tablet,paid_search,landing_page,2025-02-13 00:00:00,True
U00072,2025-02-13,tablet,paid_search,signup,2025-02-13 00:02:29,False
U00073,2025-06-11,tablet,paid_search,landing_page,2025-06-11 00:00:00,True
U00073,2025-06-11,tablet,paid_search,signup,2025-06-11 00:00:48,True
U00073,2025-06-11,tablet,paid_search,product_view,2025-06-11 00:03:36,True
U00073,2025-06-11,tablet,paid_search,add_to_cart,2025-06-11 00:03:40,True
U00073,2025-06-11,tablet,paid_search,purchase,2025-06-11 00:11:31,False
U00074,2025-01-14,mobile,organic,landing_page,2025-01-14 00:00:00,True
U00074,2025-01-14,mobile,organic,signup,2025-01-14 00:02:50,True
U00074,2025-01-14,mobile,organic,product_view,2025-01-14 00:03:06,False
U00075,2025-04-05,mobile,social,landing_page,2025-04-05 00:00:00,True
U00075,2025-04-05,mobile,social,signup,2025-04-05 00:05:10,False
U00076,2025-02-17,mobile,social,landing_page,2025-02-17 00:00:00,True
U00076,2025-02-17,mobile,social,signup,2025-02-17 00:01:50,True
U00076,2025-02-17,mobile,social,product_view,2025-02-17 00:02:11,False
U00077,2025-01-15,mobile,social,landing_page,2025-01-15 00:00:00,True
U00077,2025-01-15,mobile,social,signup,2025-01-15 00:01:32,True
U00077,2025-01-15,mobile,social,product_view,2025-01-15 00:04:54,False
U00078,2025-02-09,mobile,organic,landing_page,2025-02-09 00:00:00,True
U00078,2025-02-09,mobile,organic,signup,2025-02-09 00:04:16,False
U00079,2025-03-23,desktop,referral,landing_page,2025-03-23 00:00:00,True
U00079,2025-03-23,desktop,referral,signup,2025-03-23 00:01:32,True
U00079,2025-03-23,desktop,referral,product_view,2025-03-23 00:06:13,True
U00079,2025-03-23,desktop,referral,add_to_cart,2025-03-23 00:06:59,True
U00079,2025-03-23,desktop,referral,purchase,2025-03-23 00:08:27,True
U00080,2025-04-21,tablet,organic,landing_page,2025-04-21 00:00:00,True
U00080,2025-04-21,tablet,organic,signup,2025-04-21 00:01:03,False
U00081,2025-02-22,tablet,paid_search,landing_page,2025-02-22 00:00:00,True
U00081,2025-02-22,tablet,paid_search,signup,2025-02-22 00:00:43,False
U00082,2025-01-24,mobile,paid_search,landing_page,2025-01-24 00:00:00,True
U00082,2025-01-24,mobile,paid_search,signup,2025-01-24 00:00:27,False
U00083,2025-06-03,desktop,organic,landing_page,2025-06-03 00:00:00,True
U00083,2025-06-03,desktop,organic,signup,2025-06-03 00:03:26,False
U00084,2025-05-04,desktop,paid_search,landing_page,2025-05-04 00:00:00,True
U00084,2025-05-04,desktop,paid_search,signup,2025-05-04 00:01:50,True
U00084,2025-05-04,desktop,paid_search,product_view,2025-05-04 00:01:52,True
U00084,2025-05-04,desktop,paid_search,add_to_cart,2025-05-04 00:02:27,False
U00085,2025-02-10,mobile,email,landing_page,2025-02-10 00:00:00,True
U00085,2025-02-10,mobile,email,signup,2025-02-10 00:05:05,False
U00086,2025-06-06,desktop,email,landing_page,2025-06-06 00:00:00,True
U00086,2025-06-06,desktop,email,signup,2025-06-06 00:01:38,True
U00086,2025-06-06,desktop,email,product_view,2025-06-06 00:02:37,True
U00086,2025-06-06,desktop,email,add_to_cart,2025-06-06 00:02:49,True
U00086,2025-06-06,desktop,email,purchase,2025-06-06 00:05:22,True
U00087,2025-01-15,mobile,email,landing_page,2025-01-15 00:00:00,True
U00087,2025-01-15,mobile,email,signup,2025-01-15 00:02:04,True
U00087,2025-01-15,mobile,email,product_view,2025-01-15 00:04:26,True
U00087,2025-01-15,mobile,email,add_to_cart,2025-01-15 00:06:54,True
U00087,2025-01-15,mobile,email,purchase,2025-01-15 00:07:21,False
U00088,2025-02-14,mobile,paid_search,landing_page,2025-02-14 00:00:00,True
U00088,2025-02-14,mobile,paid_search,signup,2025-02-14 00:01:30,True
U00088,2025-02-14,mobile,paid_search,product_view,2025-02-14 00:02:19,False
U00089,2025-03-06,desktop,social,landing_page,2025-03-06 00:00:00,True
U00089,2025-03-06,desktop,social,signup,2025-03-06 00:00:43,False
U00090,2025-03-30,tablet,organic,landing_page,2025-03-30 00:00:00,True
U00090,2025-03-30,tablet,organic,signup,2025-03-30 00:02:47,True
U00090,2025-03-30,tablet,organic,product_view,2025-03-30 00:03:52,True
U00090,2025-03-30,tablet,organic,add_to_cart,2025-03-30 00:06:31,False
U00091,2025-03-12,mobile,paid_search,landing_page,2025-03-12 00:00:00,True
U00091,2025-03-12,mobile,paid_search,signup,2025-03-12 00:00:04,False
U00092,2025-01-09,mobile,organic,landing_page,2025-01-09 00:00:00,True
U00092,2025-01-09,mobile,organic,signup,2025-01-09 00:02:54,True
U00092,2025-01-09,mobile,organic,product_view,2025-01-09 00:07:02,True
U00092,2025-01-09,mobile,organic,add_to_cart,2025-01-09 00:08:58,True
U00092,2025-01-09,mobile,organic,purchase,2025-01-09 00:13:57,True
U00093,2025-03-29,mobile,paid_search,landing_page,2025-03-29 00:00:00,True
U00093,2025-03-29,mobile,paid_search,signup,2025-03-29 00:06:42,True
U00093,2025-03-29,mobile,paid_search,product_view,2025-03-29 00:08:48,True
U00093,2025-03-29,mobile,paid_search,add_to_cart,2025-03-29 00:08:51,False
U00094,2025-05-09,desktop,paid_search,landing_page,2025-05-09 00:00:00,True
U00094,2025-05-09,desktop,paid_search,signup,2025-05-09 00:02:01,True
U00094,2025-05-09,desktop,paid_search,product_view,2025-05-09 00:04:26,False
U00095,2025-05-16,mobile,paid_search,landing_page,2025-05-16 00:00:00,True
U00095,2025-05-16,mobile,paid_search,signup,2025-05-16 00:02:33,True
U00095,2025-05-16,mobile,paid_search,product_view,2025-05-16 00:07:32,True
U00095,2025-05-16,mobile,paid_search,add_to_cart,2025-05-16 00:08:21,False
U00096,2025-03-04,desktop,social,landing_page,2025-03-04 00:00:00,True
U00096,2025-03-04,desktop,social,signup,2025-03-04 00:01:07,False
U00097,2025-05-19,tablet,referral,landing_page,2025-05-19 00:00:00,True
U00097,2025-05-19,tablet,referral,signup,2025-05-19 00:02:31,False
U00098,2025-03-22,tablet,paid_search,landing_page,2025-03-22 00:00:00,True
U00098,2025-03-22,tablet,paid_search,signup,2025-03-22 00:02:24,True
U00098,2025-03-22,tablet,paid_search,product_view,2025-03-22 00:04:43,False
U00099,2025-05-16,desktop,referral,landing_page,2025-05-16 00:00:00,True
U00099,2025-05-16,desktop,referral,signup,2025-05-16 00:00:50,False
U00100,2025-06-12,mobile,email,landing_page,2025-06-12 00:00:00,True
U00100,2025-06-12,mobile,email,signup,2025-06-12 00:02:47,False
U00101,2025-06-12,mobile,paid_search,landing_page,2025-06-12 00:00:00,True
U00101,2025-06-12,mobile,paid_search,signup,2025-06-12 00:00:19,False
U00102,2025-02-02,desktop,social,landing_page,2025-02-02 00:00:00,True
U00102,2025-02-02,desktop,social,signup,2025-02-02 00:01:43,True
U00102,2025-02-02,desktop,social,product_view,2025-02-02 00:05:21,True
U00102,2025-02-02,desktop,social,add_to_cart,2025-02-02 00:07:42,False
U00103,2025-05-03,tablet,organic,landing_page,2025-05-03 00:00:00,True
U00103,2025-05-03,tablet,organic,signup,2025-05-03 00:00:51,False
U00104,2025-01-05,desktop,email,landing_page,2025-01-05 00:00:00,True
U00104,2025-01-05,desktop,email,signup,2025-01-05 00:00:36,False
U00105,2025-02-10,desktop,social,landing_page,2025-02-10 00:00:00,True
U00105,2025-02-10,desktop,social,signup,2025-02-10 00:00:15,True
U00105,2025-02-10,desktop,social,product_view,2025-02-10 00:00:19,True
U00105,2025-02-10,desktop,social,add_to_cart,2025-02-10 00:00:47,False
U00106,2025-01-28,mobile,referral,landing_page,2025-01-28 00:00:00,True
U00106,2025-01-28,mobile,referral,signup,2025-01-28 00:01:34,False
U00107,2025-05-15,mobile,social,landing_page,2025-05-15 00:00:00,True
U00107,2025-05-15,mobile,social,signup,2025-05-15 00:00:36,False
U00108,2025-03-13,mobile,email,landing_page,2025-03-13 00:00:00,True
U00108,2025-03-13,mobile,email,signup,2025-03-13 00:06:05,True
U00108,2025-03-13,mobile,email,product_view,2025-03-13 00:09:18,False
U00109,2025-01-12,mobile,email,landing_page,2025-01-12 00:00:00,True
U00109,2025-01-12,mobile,email,signup,2025-01-12 00:04:39,False
U00110,2025-06-11,mobile,paid_search,landing_page,2025-06-11 00:00:00,True
U00110,2025-06-11,mobile,paid_search,signup,2025-06-11 00:00:48,True
U00110,2025-06-11,mobile,paid_search,product_view,2025-06-11 00:02:31,True
U00110,2025-06-11,mobile,paid_search,add_to_cart,2025-06-11 00:03:41,False
U00111,2025-02-02,mobile,organic,landing_page,2025-02-02 00:00:00,True
U00111,2025-02-02,mobile,organic,signup,2025-02-02 00:00:58,False
U00112,2025-02-17,desktop,paid_search,landing_page,2025-02-17 00:00:00,True
U00112,2025-02-17,desktop,paid_search,signup,2025-02-17 00:01:48,False
U00113,2025-05-31,desktop,paid_search,landing_page,2025-05-31 00:00:00,True
U00113,2025-05-31,desktop,paid_search,signup,2025-05-31 00:01:36,True
U00113,2025-05-31,desktop,paid_search,product_view,2025-05-31 00:02:57,True
U00113,2025-05-31,desktop,paid_search,add_to_cart,2025-05-31 00:03:06,False
U00114,2025-03-03,desktop,organic,landing_page,2025-03-03 00:00:00,True
U00114,2025-03-03,desktop,organic,signup,2025-03-03 00:01:11,True
U00114,2025-03-03,desktop,organic,product_view,2025-03-03 00:05:10,True
U00114,2025-03-03,desktop,organic,add_to_cart,2025-03-03 00:05:12,True
U00114,2025-03-03,desktop,organic,purchase,2025-03-03 00:06:20,True
U00115,2025-02-06,desktop,email,landing_page,2025-02-06 00:00:00,True
U00115,2025-02-06,desktop,email,signup,2025-02-06 00:03:38,False
U00116,2025-04-09,mobile,paid_search,landing_page,2025-04-09 00:00:00,True
U00116,2025-04-09,mobile,paid_search,signup,2025-04-09 00:00:17,False
U00117,2025-06-21,desktop,referral,landing_page,2025-06-21 00:00:00,True
U00117,2025-06-21,desktop,referral,signup,2025-06-21 00:02:46,False
U00118,2025-04-14,desktop,email,landing_page,2025-04-14 00:00:00,True
U00118,2025-04-14,desktop,email,signup,2025-04-14 00:01:44,True
U00118,2025-04-14,desktop,email,product_view,2025-04-14 00:01:47,True
U00118,2025-04-14,desktop,email,add_to_cart,2025-04-14 00:03:02,False
U00119,2025-02-04,desktop,social,landing_page,2025-02-04 00:00:00,True
U00119,2025-02-04,desktop,social,signup,2025-02-04 00:04:12,True
U00119,2025-02-04,desktop,social,product_view,2025-02-04 00:08:39,True
U00119,2025-02-04,desktop,social,add_to_cart,2025-02-04 00:10:14,False
U00120,2025-04-11,tablet,referral,landing_page,2025-04-11 00:00:00,True
U00120,2025-04-11,tablet,referral,signup,2025-04-11 00:01:32,True
U00120,2025-04-11,tablet,referral,product_view,2025-04-11 00:02:05,True
U00120,2025-04-11,tablet,referral,add_to_cart,2025-04-11 00:02:44,False
U00121,2025-06-24,tablet,paid_search,landing_page,2025-06-24 00:00:00,True
U00121,2025-06-24,tablet,paid_search,signup,2025-06-24 00:00:59,False
U00122,2025-05-11,mobile,email,landing_page,2025-05-11 00:00:00,True
U00122,2025-05-11,mobile,email,signup,2025-05-11 00:01:35,True
U00122,2025-05-11,mobile,email,product_view,2025-05-11 00:03:34,True
U00122,2025-05-11,mobile,email,add_to_cart,2025-05-11 00:05:33,False
U00123,2025-01-01,tablet,paid_search,landing_page,2025-01-01 00:00:00,True
U00123,2025-01-01,tablet,paid_search,signup,2025-01-01 00:02:41,False
U00124,2025-01-05,mobile,paid_search,landing_page,2025-01-05 00:00:00,True
U00124,2025-01-05,mobile,paid_search,signup,2025-01-05 00:01:51,False
U00125,2025-05-22,mobile,paid_search,landing_page,2025-05-22 00:00:00,True
U00125,2025-05-22,mobile,paid_search,signup,2025-05-22 00:00:08,True
U00125,2025-05-22,mobile,paid_search,product_view,2025-05-22 00:01:44,False
U00126,2025-04-13,desktop,paid_search,landing_page,2025-04-13 00:00:00,True
U00126,2025-04-13,desktop,paid_search,signup,2025-04-13 00:01:30,True
U00126,2025-04-13,desktop,paid_search,product_view,2025-04-13 00:03:56,True
U00126,2025-04-13,desktop,paid_search,add_to_cart,2025-04-13 00:05:04,False
U00127,2025-01-27,mobile,social,landing_page,2025-01-27 00:00:00,True
U00127,2025-01-27,mobile,social,signup,2025-01-27 00:03:46,False
U00128,2025-05-17,mobile,paid_search,landing_page,2025-05-17 00:00:00,True
U00128,2025-05-17,mobile,paid_search,signup,2025-05-17 00:02:40,True
U00128,2025-05-17,mobile,paid_search,product_view,2025-05-17 00:03:20,True
U00128,2025-05-17,mobile,paid_search,add_to_cart,2025-05-17 00:03:45,False
U00129,2025-01-15,mobile,paid_search,landing_page,2025-01-15 00:00:00,True
U00129,2025-01-15,mobile,paid_search,signup,2025-01-15 00:01:16,False
U00130,2025-03-31,mobile,referral,landing_page,2025-03-31 00:00:00,True
U00130,2025-03-31,mobile,referral,signup,2025-03-31 00:00:08,False
U00131,2025-02-11,mobile,social,landing_page,2025-02-11 00:00:00,True
U00131,2025-02-11,mobile,social,signup,2025-02-11 00:01:57,True
U00131,2025-02-11,mobile,social,product_view,2025-02-11 00:02:15,True
U00131,2025-02-11,mobile,social,add_to_cart,2025-02-11 00:03:27,True
U00131,2025-02-11,mobile,social,purchase,2025-02-11 00:03:44,False
U00132,2025-05-04,mobile,paid_search,landing_page,2025-05-04 00:00:00,True
